,municipio_productor,departamento,recurso_natural,a_o_produccion,valor_contraprestacion
0,Medellin,Antioquia,ARCILLA,2018,614258.0
1,Medellin,Antioquia,ARCILLAS CERAMICAS,2014,2036781.0
2,Medellin,Antioquia,ARCILLAS FERRUGINOSAS,2012,836927.0
3,Medellin,Antioquia,ARCILLAS MISCELANEAS,2019,5763839.0
4,Medellin,Antioquia,ARCILLAS MISCELANEAS,2019,5802546.0
5,Medellin,Antioquia,ARCILLAS MISCELANEAS,2019,6665343.0
6,Medellin,Antioquia,ARCILLAS MISCELANEAS,2012,493082.0
7,Medellin,Antioquia,ARCILLAS MISCELANEAS,2013,13286424.0
8,Medellin,Antioquia,ARCILLAS MISCELANEAS,2014,26500149.0
9,Medellin,Antioquia,ARCILLAS MISCELANEAS,2015,1534948.0
10,Medellin,Antioquia,ARCILLAS MISCELANEAS,2016,19108408.0
11,Medellin,Antioquia,ARCILLAS MISCELANEAS,2017,21317426.0
12,Medellin,Antioquia,ARCILLAS MISCELANEAS,2018,11618715.0
13,Medellin,Antioquia,ARCILLAS MISCELANEAS,2019,4097548.0
14,Medellin,Antioquia,ARENAS,2018,3211420.0
15,Medellin,Antioquia,ARENAS,2021,9680222.0
16,Medellin,Antioquia,ARENAS,2018,4689112.0
17,Medellin,Antioquia,ARENAS,2020,5155682.0
18,Medellin,Antioquia,ARENAS,2021,11318585.0
19,Medellin,Antioquia,ARENAS,2018,6470642.0
20,Medellin,Antioquia,ARENAS,2020,14334387.0
21,Medellin,Antioquia,ARENAS,2015,4705592.0
22,Medellin,Antioquia,ARENAS,2017,13221451.0
23,Medellin,Antioquia,ARENAS,2018,7240694.0
24,Medellin,Antioquia,ARENAS,2020,5145781.0
25,Medellin,Antioquia,ARENA DE CANTERA,2012,997363.0
26,Medellin,Antioquia,ARENA DE CANTERA,2013,1428743.0
27,Medellin,Antioquia,ARENA DE CANTERA,2015,2504584.0
28,Medellin,Antioquia,ARENA DE CANTERA,2016,171111.0
29,Medellin,Antioquia,ARENA DE CANTERA,2013,1376957.0
30,Medellin,Antioquia,ARENA DE CANTERA,2014,1198872.0
31,Florida,Valle del Cauca,RECEBO,2020,392591.0
32,Medellin,Antioquia,ARENA DE CANTERA,2013,2613617.0
33,Medellin,Antioquia,ARENA DE CANTERA,2014,3622609.0
34,Medellin,Antioquia,ARENA DE CANTERA,2012,496508.0
35,Medellin,Antioquia,ARENA DE CANTERA,2013,1956070.0
36,Medellin,Antioquia,ARENA DE RIO,2012,271644.0
37,Medellin,Antioquia,ARENA DE RIO,2012,278007.0
38,Medellin,Antioquia,GRAVA DE CANTERA,2012,1747385.0
39,Medellin,Antioquia,GRAVA DE CANTERA,2013,2238208.0
40,Medellin,Antioquia,GRAVA DE CANTERA,2015,2999833.0
41,Medellin,Antioquia,GRAVA DE CANTERA,2013,2625052.0
42,Medellin,Antioquia,GRAVA DE CANTERA,2014,1900926.0
43,Medellin,Antioquia,GRAVA DE CANTERA,2013,3406692.0
44,Medellin,Antioquia,GRAVA DE CANTERA,2014,4943518.0
45,Medellin,Antioquia,GRAVA DE CANTERA,2012,1099183.0
46,Medellin,Antioquia,GRAVA DE CANTERA,2013,2608387.0
47,Medellin,Antioquia,RECEBO,2013,445890.0
48,Medellin,Antioquia,RECEBO,2014,473947.0
49,Medellin,Antioquia,RECEBO,2018,900823.0
50,Medellin,Antioquia,RECEBO,2013,1000830.0
51,Medellin,Antioquia,RECEBO,2014,1450872.0
52,Medellin,Antioquia,RECEBO,2018,1024917.0
53,Medellin,Antioquia,RECEBO,2020,130595.0
54,Medellin,Antioquia,RECEBO,2013,739364.0
55,Medellin,Antioquia,RECEBO,2014,2459697.0
56,Medellin,Antioquia,RECEBO,2018,223761.0
57,Medellin,Antioquia,RECEBO,2013,2367333.0
58,Medellin,Antioquia,RECEBO,2015,9696585.0
59,Medellin,Antioquia,RECEBO,2016,19423347.0
60,Medellin,Antioquia,RECEBO,2017,24791294.0
61,Medellin,Antioquia,RECEBO,2018,17356037.0
62,Medellin,Antioquia,GRAVAS,2017,5593774.0
63,Medellin,Antioquia,GRAVAS,2018,3004740.0
64,Medellin,Antioquia,GRAVAS,2021,8370292.0
65,Medellin,Antioquia,GRAVAS,2017,4603334.0
66,Medellin,Antioquia,GRAVAS,2018,3612385.0
67,Medellin,Antioquia,GRAVAS,2020,3044125.0
68,Medellin,Antioquia,GRAVAS,2021,9866451.0
69,Medellin,Antioquia,GRAVAS,2017,4313316.0
70,Medellin,Antioquia,GRAVAS,2018,5255838.0
71,Medellin,Antioquia,GRAVAS,2020,6270249.0
72,Medellin,Antioquia,GRAVAS,2012,5181400.0
73,Medellin,Antioquia,GRAVAS,2013,5443554.0
74,Medellin,Antioquia,GRAVAS,2014,4491117.0
75,Medellin,Antioquia,GRAVAS,2015,32952958.0
76,Medellin,Antioquia,GRAVAS,2016,8079457.0
77,Medellin,Antioquia,GRAVAS,2017,46119106.0
78,Medellin,Antioquia,GRAVAS,2018,21082521.0
79,Medellin,Antioquia,GRAVAS,2020,7067953.0
80,Medellin,Antioquia,ORO,2012,54337944.0
81,Medellin,Antioquia,ORO,2012,61057047.0
82,Medellin,Antioquia,ORO,2012,78266238.0
83,Medellin,Antioquia,PLATA,2012,179431.0
84,Medellin,Antioquia,PLATA,2012,216835.0
85,Medellin,Antioquia,PLATA,2012,1258.0
86,Abejorral,Antioquia,CALIZAS,2013,11784317.0
87,Abejorral,Antioquia,CALIZAS,2018,2783489.0
88,Abejorral,Antioquia,CALIZAS,2019,4020379.0
89,Abejorral,Antioquia,CALIZAS,2020,1416246.0
90,Abejorral,Antioquia,CALIZAS,2018,3659452.0
91,Abejorral,Antioquia,CALIZAS,2019,4845412.0
92,Abejorral,Antioquia,CALIZAS,2018,5732763.0
93,Abejorral,Antioquia,CALIZAS,2012,11211408.0
94,Abejorral,Antioquia,CALIZAS,2013,34920433.0
95,Abejorral,Antioquia,CALIZAS,2014,46245378.0
96,Abejorral,Antioquia,CALIZAS,2015,60328590.0
97,Abejorral,Antioquia,CALIZAS,2016,32477757.0
98,Abejorral,Antioquia,CALIZAS,2017,23522603.0
99,Abejorral,Antioquia,CALIZAS,2018,4656453.0
100,Abejorral,Antioquia,CALIZAS,2019,5163862.0
101,Abejorral,Antioquia,MARMOL,2013,219099.0
102,Abejorral,Antioquia,ARCILLAS CERAMICAS,2014,2422776.0
103,Abejorral,Antioquia,ARCILLAS CERAMICAS,2015,2423289.0
104,Abejorral,Antioquia,ARCILLAS CERAMICAS,2019,1772752.0
105,Abejorral,Antioquia,ARCILLAS CERAMICAS,2015,2505456.0
106,Abejorral,Antioquia,ARCILLAS CERAMICAS,2019,1835851.0
107,Abejorral,Antioquia,ARCILLAS CERAMICAS,2016,1717480.0
108,Abejorral,Antioquia,ARCILLAS CERAMICAS,2019,1835851.0
109,Abejorral,Antioquia,ARCILLAS CERAMICAS,2013,6446232.0
110,Abejorral,Antioquia,ARCILLAS CERAMICAS,2014,5216232.0
111,Abejorral,Antioquia,ARCILLAS CERAMICAS,2015,2644567.0
112,Abejorral,Antioquia,ARCILLAS CERAMICAS,2016,5152440.0
113,Abejorral,Antioquia,ARCILLAS CERAMICAS,2017,6912667.0
114,Abejorral,Antioquia,ARCILLAS CERAMICAS,2018,7049985.0
115,Abejorral,Antioquia,ARCILLAS CERAMICAS,2019,1835851.0
116,Abejorral,Antioquia,RECEBO,2014,186687.0
117,Abejorral,Antioquia,ORO,2013,603237.0
118,Abejorral,Antioquia,ORO,2016,792963.0
119,Abejorral,Antioquia,ORO,2014,580478.0
120,Abejorral,Antioquia,ORO,2016,4441859.0
121,Abejorral,Antioquia,ORO,2017,840290.0
122,Abejorral,Antioquia,ORO,2016,4712723.0
123,Abejorral,Antioquia,ORO,2020,133820.0
124,Abejorral,Antioquia,ORO,2015,7198211.0
125,Abejorral,Antioquia,ORO,2016,824385.0
126,Abejorral,Antioquia,ORO,2016,488023.0
127,Abejorral,Antioquia,ORO,2016,3787105.0
128,Abejorral,Antioquia,ORO,2016,1704468.0
129,Abejorral,Antioquia,ORO,2013,2719465.0
130,Abejorral,Antioquia,ORO,2015,5187657.0
131,Abejorral,Antioquia,ORO,2016,794043.0
132,Abejorral,Antioquia,ORO,2012,1701014.0
133,Abejorral,Antioquia,ORO,2016,1614236.0
134,Abejorral,Antioquia,ORO,2012,506359.0
135,Abejorral,Antioquia,ORO,2015,9259777.0
136,Abejorral,Antioquia,ORO,2016,2641046.0
137,Abejorral,Antioquia,ORO,2013,1358938.0
138,Abejorral,Antioquia,ORO,2016,2389984.0
139,Abejorral,Antioquia,ORO,2012,1233199.0
140,Abejorral,Antioquia,ORO,2015,424326.0
141,Abejorral,Antioquia,ORO,2016,905675.0
142,Abejorral,Antioquia,PLATA,2020,156.0
143,Abejorral,Antioquia,PLATA,2013,15975.0
144,Abriaqui,Antioquia,ORO,2012,493047.0
145,Abriaqui,Antioquia,ORO,2013,425712.0
146,Abriaqui,Antioquia,ORO,2014,1231281.0
147,Abriaqui,Antioquia,ORO,2018,14609831.0
148,Abriaqui,Antioquia,ORO,2012,624658.0
149,Abriaqui,Antioquia,ORO,2013,793626.0
150,Abriaqui,Antioquia,ORO,2014,394070.0
151,Abriaqui,Antioquia,ORO,2012,1129812.0
152,Abriaqui,Antioquia,ORO,2013,2079447.0
153,Abriaqui,Antioquia,ORO,2014,487241.0
154,Abriaqui,Antioquia,ORO,2018,10855451.0
155,Abriaqui,Antioquia,ORO,2020,18310150.0
156,Abriaqui,Antioquia,ORO,2021,23694826.0
157,Abriaqui,Antioquia,ORO,2012,218400.0
158,Abriaqui,Antioquia,ORO,2013,1082889.0
159,Abriaqui,Antioquia,ORO,2014,537064.0
160,Abriaqui,Antioquia,ORO,2018,18330248.0
161,Abriaqui,Antioquia,ORO,2013,865505.0
162,Abriaqui,Antioquia,ORO,2012,44026.0
163,Abriaqui,Antioquia,ORO,2013,2923702.0
164,Abriaqui,Antioquia,ORO,2014,344351.0
165,Abriaqui,Antioquia,ORO,2015,9186757.0
166,Abriaqui,Antioquia,ORO,2019,20733499.0
167,Abriaqui,Antioquia,ORO,2021,11207472.0
168,Abriaqui,Antioquia,ORO,2013,1389478.0
169,Abriaqui,Antioquia,ORO,2012,1874119.0
170,Abriaqui,Antioquia,ORO,2013,1347696.0
171,Abriaqui,Antioquia,ORO,2012,2933768.0
172,Abriaqui,Antioquia,ORO,2013,730147.0
173,Abriaqui,Antioquia,ORO,2020,80993873.0
174,Abriaqui,Antioquia,ORO,2012,2265055.0
175,Abriaqui,Antioquia,ORO,2013,1444340.0
176,Abriaqui,Antioquia,ORO,2012,486836.0
177,Abriaqui,Antioquia,ORO,2013,3981493.0
178,Abriaqui,Antioquia,ORO,2012,1138419.0
179,Abriaqui,Antioquia,ORO,2013,5394102.0
180,Abriaqui,Antioquia,ORO,2017,6191781.0
181,Abriaqui,Antioquia,ORO,2019,5887412.0
182,Abriaqui,Antioquia,ORO,2020,44845038.0
183,Abriaqui,Antioquia,PLATA,2013,1934.0
184,Abriaqui,Antioquia,PLATA,2014,2890.0
185,Abriaqui,Antioquia,PLATA,2018,17686.0
186,Abriaqui,Antioquia,PLATA,2012,423.0
187,Abriaqui,Antioquia,PLATA,2013,2221.0
188,Abriaqui,Antioquia,PLATA,2012,276.0
189,Abriaqui,Antioquia,PLATA,2013,7194.0
190,Abriaqui,Antioquia,PLATA,2018,15900.0
191,Abriaqui,Antioquia,PLATA,2020,67520.0
192,Abriaqui,Antioquia,PLATA,2021,65901.0
193,Abriaqui,Antioquia,PLATA,2013,2385.0
194,Abriaqui,Antioquia,PLATA,2014,1840.0
195,Abriaqui,Antioquia,PLATA,2018,26204.0
196,Abriaqui,Antioquia,PLATA,2013,2920.0
197,Abriaqui,Antioquia,PLATA,2012,109.0
198,Abriaqui,Antioquia,PLATA,2013,9989.0
199,Abriaqui,Antioquia,PLATA,2014,2691.0
200,Abriaqui,Antioquia,PLATA,2019,8856.0
201,Abriaqui,Antioquia,PLATA,2021,29908.0
202,Abriaqui,Antioquia,PLATA,2013,3946.0
203,Abriaqui,Antioquia,PLATA,2013,4469.0
204,Abriaqui,Antioquia,PLATA,2013,1839.0
205,Abriaqui,Antioquia,PLATA,2020,288326.0
206,Abriaqui,Antioquia,PLATA,2012,527.0
207,Abriaqui,Antioquia,PLATA,2013,4793.0
208,Abriaqui,Antioquia,PLATA,2012,1996.0
209,Abriaqui,Antioquia,PLATA,2013,17730.0
210,Abriaqui,Antioquia,PLATA,2012,1695.0
211,Abriaqui,Antioquia,PLATA,2013,17761.0
212,Abriaqui,Antioquia,PLATA,2017,9100.0
213,Abriaqui,Antioquia,PLATA,2019,20362.0
214,Abriaqui,Antioquia,PLATA,2020,94310.0
215,Alejandria,Antioquia,ORO,2013,9316587.0
216,Alejandria,Antioquia,ORO,2013,2629202.0
217,Amaga,Antioquia,CARBON,2019,29113583.0
218,Amaga,Antioquia,CARBON,2012,122838878.0
219,Amaga,Antioquia,CARBON,2013,119808689.0
220,Amaga,Antioquia,CARBON,2014,165165382.0
221,Amaga,Antioquia,CARBON,2015,73748476.0
222,Amaga,Antioquia,CARBON,2016,52793044.0
223,Amaga,Antioquia,CARBON,2017,9469174.0
224,Amaga,Antioquia,CARBON,2018,36262631.0
225,Amaga,Antioquia,CARBON,2019,80173667.0
226,Amaga,Antioquia,CARBON,2020,31725709.0
227,Amaga,Antioquia,CARBON,2017,10908672.0
228,Amaga,Antioquia,CARBON,2017,19945351.0
229,Amaga,Antioquia,CARBON,2012,92134610.0
230,Amaga,Antioquia,CARBON,2013,68250531.0
231,Amaga,Antioquia,CARBON,2015,85669028.0
232,Amaga,Antioquia,CARBON,2016,97375048.0
233,Amaga,Antioquia,CARBON,2017,17777014.0
234,Amaga,Antioquia,CARBON,2018,87337440.0
235,Amaga,Antioquia,CARBON,2019,50642376.0
236,Amaga,Antioquia,CARBON,2020,26208444.0
237,Amaga,Antioquia,CARBON,2018,17870799.0
238,Amaga,Antioquia,CARBON,2012,134329659.0
239,Amaga,Antioquia,CARBON,2013,110483013.0
240,Amaga,Antioquia,CARBON,2014,225318131.0
241,Amaga,Antioquia,CARBON,2015,126310135.0
242,Amaga,Antioquia,CARBON,2016,139879407.0
243,Amaga,Antioquia,CARBON,2017,15159278.0
244,Amaga,Antioquia,CARBON,2018,50063364.0
245,Amaga,Antioquia,CARBON,2019,56745568.0
246,Amaga,Antioquia,CARBON,2020,16869373.0
247,Amaga,Antioquia,CARBON,2017,5979494.0
248,Amaga,Antioquia,CARBON,2019,63707523.0
249,Amaga,Antioquia,CARBON,2012,702435755.0
250,Amaga,Antioquia,CARBON,2013,441173855.0
251,Amaga,Antioquia,CARBON,2014,823847300.0
252,Amaga,Antioquia,CARBON,2015,222372410.0
253,Amaga,Antioquia,CARBON,2016,68990054.0
254,Amaga,Antioquia,CARBON,2017,5744403.0
255,Amaga,Antioquia,CARBON,2018,53195607.0
256,Amaga,Antioquia,CARBON,2019,123873043.0
257,Amaga,Antioquia,CARBON,2020,39521032.0
258,Amaga,Antioquia,ARCILLA,2012,635566.0
259,Amaga,Antioquia,ARCILLA,2014,1096350.0
260,Amaga,Antioquia,ARCILLA,2015,1337228.0
261,Amaga,Antioquia,ARCILLA,2018,411936.0
262,Amaga,Antioquia,ARCILLA,2019,65000.0
263,Amaga,Antioquia,ARCILLAS CERAMICAS,2012,257919.0
264,Amaga,Antioquia,ARCILLAS CERAMICAS,2014,3065820.0
265,Amaga,Antioquia,ARCILLAS CERAMICAS,2015,2596410.0
266,Amaga,Antioquia,ARCILLAS CERAMICAS,2016,962780.0
267,Amaga,Antioquia,ARCILLAS CERAMICAS,2017,2375535.0
268,Amaga,Antioquia,ARCILLAS CERAMICAS,2018,896375.0
269,Amaga,Antioquia,ARCILLAS MISCELANEAS,2019,2958812.0
270,Amaga,Antioquia,ARCILLAS MISCELANEAS,2020,1831906.0
271,Amaga,Antioquia,ARCILLAS MISCELANEAS,2013,1066351.0
272,Amaga,Antioquia,ARCILLAS MISCELANEAS,2019,2986212.0
273,Amaga,Antioquia,ARCILLAS MISCELANEAS,2020,806836.0
274,Amaga,Antioquia,ARCILLAS MISCELANEAS,2013,1066351.0
275,Amaga,Antioquia,ARCILLAS MISCELANEAS,2020,560221.0
276,Amaga,Antioquia,ARCILLAS MISCELANEAS,2019,2975194.0
277,Amaga,Antioquia,ARCILLAS MISCELANEAS,2012,1073606.0
278,Amaga,Antioquia,ARCILLAS MISCELANEAS,2013,7727764.0
279,Amaga,Antioquia,ARCILLAS MISCELANEAS,2014,14137068.0
280,Amaga,Antioquia,ARCILLAS MISCELANEAS,2015,2334777.0
281,Amaga,Antioquia,ARCILLAS MISCELANEAS,2016,4252414.0
282,Amaga,Antioquia,ARCILLAS MISCELANEAS,2017,3924150.0
283,Amaga,Antioquia,ARCILLAS MISCELANEAS,2018,582430.0
284,Amaga,Antioquia,ARCILLAS MISCELANEAS,2019,3212505.0
285,Amaga,Antioquia,ARENAS,2020,1048651.0
286,Amaga,Antioquia,ARENAS,2020,478666.0
287,Amaga,Antioquia,ARENAS,2014,213225.0
288,Amaga,Antioquia,ARENAS,2015,1017001.0
289,Amaga,Antioquia,ARENAS,2018,1290350.0
290,Amaga,Antioquia,ARENAS,2020,1670000.0
291,Amaga,Antioquia,RECEBO,2014,329039.0
292,Amaga,Antioquia,RECEBO,2015,478743.0
293,Amaga,Antioquia,GRAVAS,2014,1287112.0
294,Amaga,Antioquia,GRAVAS,2015,2083381.0
295,Amaga,Antioquia,PLATINO,2014,24904868.0
296,Amalfi,Antioquia,CALIZAS,2014,2775643.0
297,Amalfi,Antioquia,CALIZAS,2016,3432580.0
298,Amalfi,Antioquia,CALIZAS,2017,2062756.0
299,Amalfi,Antioquia,CALIZAS,2018,1164249.0
300,Amalfi,Antioquia,CALIZAS,2013,3175039.0
301,Amalfi,Antioquia,CALIZAS,2015,2354636.0
302,Amalfi,Antioquia,CALIZAS,2013,2726278.0
303,Amalfi,Antioquia,CALIZAS,2015,2864012.0
304,Amalfi,Antioquia,CALIZAS,2016,1129441.0
305,Amalfi,Antioquia,CALIZAS,2013,3022781.0
306,Amalfi,Antioquia,CALIZAS,2014,14590626.0
307,Amalfi,Antioquia,CALIZAS,2015,6307606.0
308,Amalfi,Antioquia,CALIZAS,2016,3551725.0
309,Amalfi,Antioquia,CALIZAS,2017,3113922.0
310,Amalfi,Antioquia,CALIZAS,2018,1073494.0
311,Amalfi,Antioquia,ARCILLAS CERAMICAS,2014,1891068.0
312,Amalfi,Antioquia,ARCILLAS CERAMICAS,2015,1891469.0
313,Amalfi,Antioquia,ARCILLAS CERAMICAS,2019,2403732.0
314,Amalfi,Antioquia,ARCILLAS CERAMICAS,2015,1955603.0
315,Amalfi,Antioquia,ARCILLAS CERAMICAS,2019,2489291.0
316,Amalfi,Antioquia,ARCILLAS CERAMICAS,2016,2328787.0
317,Amalfi,Antioquia,ARCILLAS CERAMICAS,2019,2489291.0
318,Amalfi,Antioquia,ARCILLAS CERAMICAS,2013,3140470.0
319,Amalfi,Antioquia,ARCILLAS CERAMICAS,2014,5674407.0
320,Amalfi,Antioquia,ARCILLAS CERAMICAS,2015,4217250.0
321,Amalfi,Antioquia,ARCILLAS CERAMICAS,2016,6766199.0
322,Amalfi,Antioquia,ARCILLAS CERAMICAS,2017,9373108.0
323,Amalfi,Antioquia,ARCILLAS CERAMICAS,2018,9559303.0
324,Amalfi,Antioquia,ARCILLAS CERAMICAS,2019,2489291.0
325,Amalfi,Antioquia,DOLOMITA,2014,6864128.0
326,Amalfi,Antioquia,DOLOMITA,2017,6784271.0
327,Amalfi,Antioquia,DOLOMITA,2018,9657699.0
328,Amalfi,Antioquia,DOLOMITA,2013,6621007.0
329,Amalfi,Antioquia,DOLOMITA,2015,4622926.0
330,Amalfi,Antioquia,DOLOMITA,2016,8280970.0
331,Amalfi,Antioquia,DOLOMITA,2013,7773800.0
332,Amalfi,Antioquia,DOLOMITA,2015,10322235.0
333,Amalfi,Antioquia,DOLOMITA,2016,6619514.0
334,Amalfi,Antioquia,DOLOMITA,2014,30490221.0
335,Amalfi,Antioquia,DOLOMITA,2015,11672497.0
336,Amalfi,Antioquia,DOLOMITA,2016,13496941.0
337,Amalfi,Antioquia,DOLOMITA,2017,28495686.0
338,Amalfi,Antioquia,DOLOMITA,2018,8866133.0
339,Amalfi,Antioquia,ARENAS,2016,1301923.0
340,Amalfi,Antioquia,ORO,2012,30154817.0
341,Amalfi,Antioquia,ORO,2013,71533427.0
342,Amalfi,Antioquia,ORO,2014,111946745.0
343,Amalfi,Antioquia,ORO,2015,23101187.0
344,Amalfi,Antioquia,ORO,2016,168929713.0
345,Amalfi,Antioquia,ORO,2017,80616869.0
346,Amalfi,Antioquia,ORO,2018,53256338.0
347,Amalfi,Antioquia,ORO,2019,23256104.0
348,Amalfi,Antioquia,ORO,2012,42891722.0
349,Amalfi,Antioquia,ORO,2013,29245615.0
350,Amalfi,Antioquia,ORO,2014,95227675.0
351,Amalfi,Antioquia,ORO,2015,15583003.0
352,Amalfi,Antioquia,ORO,2016,266282575.0
353,Amalfi,Antioquia,ORO,2017,141668354.0
354,Amalfi,Antioquia,ORO,2018,33734031.0
355,Amalfi,Antioquia,ORO,2019,56421529.0
356,Amalfi,Antioquia,ORO,2012,81072557.0
357,Amalfi,Antioquia,ORO,2013,47559571.0
358,Amalfi,Antioquia,ORO,2014,290783813.0
359,Amalfi,Antioquia,ORO,2015,7136122.0
360,Amalfi,Antioquia,ORO,2016,311635762.0
361,Amalfi,Antioquia,ORO,2017,246767258.0
362,Amalfi,Antioquia,ORO,2018,136543280.0
363,Amalfi,Antioquia,ORO,2019,44663590.0
364,Amalfi,Antioquia,ORO,2020,516806843.0
365,Amalfi,Antioquia,ORO,2021,289650328.0
366,Amalfi,Antioquia,ORO,2012,163084687.0
367,Amalfi,Antioquia,ORO,2013,73175879.0
368,Amalfi,Antioquia,ORO,2014,210846357.0
369,Amalfi,Antioquia,ORO,2015,26647357.0
370,Amalfi,Antioquia,ORO,2016,341831783.0
371,Amalfi,Antioquia,ORO,2017,140326801.0
372,Amalfi,Antioquia,ORO,2018,138431774.0
373,Amalfi,Antioquia,ORO,2012,87559712.0
374,Amalfi,Antioquia,ORO,2013,49167819.0
375,Amalfi,Antioquia,ORO,2014,87254805.0
376,Amalfi,Antioquia,ORO,2015,5993263.0
377,Amalfi,Antioquia,ORO,2016,231221172.0
378,Amalfi,Antioquia,ORO,2017,132436999.0
379,Amalfi,Antioquia,ORO,2018,216618441.0
380,Amalfi,Antioquia,ORO,2012,141004145.0
381,Amalfi,Antioquia,ORO,2013,27135129.0
382,Amalfi,Antioquia,ORO,2014,65337861.0
383,Amalfi,Antioquia,ORO,2015,369996519.0
384,Amalfi,Antioquia,ORO,2016,221403879.0
385,Amalfi,Antioquia,ORO,2017,152953543.0
386,Amalfi,Antioquia,ORO,2018,250942578.0
387,Amalfi,Antioquia,ORO,2019,129932986.0
388,Amalfi,Antioquia,ORO,2020,629099536.0
389,Amalfi,Antioquia,ORO,2021,675596931.0
390,Amalfi,Antioquia,ORO,2012,96190033.0
391,Amalfi,Antioquia,ORO,2013,75386693.0
392,Amalfi,Antioquia,ORO,2014,95688116.0
393,Amalfi,Antioquia,ORO,2015,68589975.0
394,Amalfi,Antioquia,ORO,2016,186140208.0
395,Amalfi,Antioquia,ORO,2017,84727292.0
396,Amalfi,Antioquia,ORO,2018,169271756.0
397,Amalfi,Antioquia,ORO,2012,106939357.0
398,Amalfi,Antioquia,ORO,2013,82715362.0
399,Amalfi,Antioquia,ORO,2014,69361834.0
400,Amalfi,Antioquia,ORO,2015,81757201.0
401,Amalfi,Antioquia,ORO,2016,116687639.0
402,Amalfi,Antioquia,ORO,2017,86958736.0
403,Amalfi,Antioquia,ORO,2018,115031777.0
404,Amalfi,Antioquia,ORO,2012,89306731.0
405,Amalfi,Antioquia,ORO,2013,38008613.0
406,Amalfi,Antioquia,ORO,2014,87941604.0
407,Amalfi,Antioquia,ORO,2015,120366249.0
408,Amalfi,Antioquia,ORO,2016,107491283.0
409,Amalfi,Antioquia,ORO,2017,69672190.0
410,Amalfi,Antioquia,ORO,2018,102671905.0
411,Amalfi,Antioquia,ORO,2019,291210461.0
412,Amalfi,Antioquia,ORO,2020,624480693.0
413,Amalfi,Antioquia,ORO,2012,93952576.0
414,Amalfi,Antioquia,ORO,2013,120150402.0
415,Amalfi,Antioquia,ORO,2014,78039219.0
416,Amalfi,Antioquia,ORO,2015,163609993.0
417,Amalfi,Antioquia,ORO,2016,174512931.0
418,Amalfi,Antioquia,ORO,2017,152083487.0
419,Amalfi,Antioquia,ORO,2018,113063120.0
420,Amalfi,Antioquia,ORO,2012,85709908.0
421,Amalfi,Antioquia,ORO,2013,107633810.0
422,Amalfi,Antioquia,ORO,2014,65573317.0
423,Amalfi,Antioquia,ORO,2015,117991029.0
424,Amalfi,Antioquia,ORO,2016,105187961.0
425,Amalfi,Antioquia,ORO,2017,94062621.0
426,Amalfi,Antioquia,ORO,2018,78112625.0
427,Amalfi,Antioquia,ORO,2012,126003644.0
428,Amalfi,Antioquia,ORO,2013,91112478.0
429,Amalfi,Antioquia,ORO,2014,85443808.0
430,Amalfi,Antioquia,ORO,2015,364952937.0
431,Amalfi,Antioquia,ORO,2016,126797317.0
432,Amalfi,Antioquia,ORO,2017,146072136.0
433,Amalfi,Antioquia,ORO,2018,62185309.0
434,Amalfi,Antioquia,ORO,2019,782190698.0
435,Amalfi,Antioquia,ORO,2020,535301179.0
436,Amalfi,Antioquia,PLATA,2012,82385.0
437,Amalfi,Antioquia,PLATA,2013,301937.0
438,Amalfi,Antioquia,PLATA,2014,182133.0
439,Amalfi,Antioquia,PLATA,2015,21377.0
440,Amalfi,Antioquia,PLATA,2016,482433.0
441,Amalfi,Antioquia,PLATA,2017,252226.0
442,Amalfi,Antioquia,PLATA,2018,140686.0
443,Amalfi,Antioquia,PLATA,2019,29385.0
444,Amalfi,Antioquia,PLATA,2012,125845.0
445,Amalfi,Antioquia,PLATA,2013,132758.0
446,Amalfi,Antioquia,PLATA,2014,215798.0
447,Amalfi,Antioquia,PLATA,2015,27288.0
448,Amalfi,Antioquia,PLATA,2016,977953.0
449,Amalfi,Antioquia,PLATA,2017,491392.0
450,Amalfi,Antioquia,PLATA,2018,118988.0
451,Amalfi,Antioquia,PLATA,2019,64073.0
452,Amalfi,Antioquia,PLATA,2012,210836.0
453,Amalfi,Antioquia,PLATA,2013,128773.0
454,Amalfi,Antioquia,PLATA,2014,871088.0
455,Amalfi,Antioquia,PLATA,2016,903742.0
456,Amalfi,Antioquia,PLATA,2017,985799.0
457,Amalfi,Antioquia,PLATA,2018,379049.0
458,Amalfi,Antioquia,PLATA,2019,78246.0
459,Amalfi,Antioquia,PLATA,2020,579629.0
460,Amalfi,Antioquia,PLATA,2021,442477.0
461,Amalfi,Antioquia,PLATA,2012,302162.0
462,Amalfi,Antioquia,PLATA,2013,164424.0
463,Amalfi,Antioquia,PLATA,2014,307003.0
464,Amalfi,Antioquia,PLATA,2015,67686.0
465,Amalfi,Antioquia,PLATA,2016,933312.0
466,Amalfi,Antioquia,PLATA,2017,579846.0
467,Amalfi,Antioquia,PLATA,2018,245158.0
468,Amalfi,Antioquia,PLATA,2012,267476.0
469,Amalfi,Antioquia,PLATA,2013,151045.0
470,Amalfi,Antioquia,PLATA,2014,52804.0
471,Amalfi,Antioquia,PLATA,2015,32896.0
472,Amalfi,Antioquia,PLATA,2016,722178.0
473,Amalfi,Antioquia,PLATA,2017,580183.0
474,Amalfi,Antioquia,PLATA,2018,426089.0
475,Amalfi,Antioquia,PLATA,2012,232271.0
