,municipio_productor,departamento,recurso_natural,a_o_produccion,valor_contraprestacion
13206,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2018,7799984.0
13207,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2019,371150.0
13208,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2021,14360961.0
13209,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2018,811462.0
13210,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2019,1512340.0
13211,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2021,33694887.0
13212,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2018,1779444.0
13213,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2019,621399.0
13214,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2021,2578086.0
13215,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2016,19784198.0
13216,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2017,12803575.0
13217,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2018,563983.0
13218,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2019,2636193.0
13219,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2018,571506.0
13220,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2017,291149.0
13221,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2018,5658442.0
13222,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2016,810007.0
13223,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2018,301126.0
13224,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2019,127539.0
13225,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2020,2433122.0
13226,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2017,238274.0
13227,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2018,171765.0
13228,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2019,225074.0
13229,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2020,178006.0
13230,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2017,111994.0
13231,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2018,24008.0
13232,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2020,81459.0
13233,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2012,416121.0
13234,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2013,140384.0
13235,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2015,13215451.0
13236,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2016,718028.0
13237,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2017,135.0
13238,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2018,6378623.0
13239,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2019,18859951.0
13240,San Pablo de Borbur,Boyaca,ESMERALDAS EN BRUTO,2020,15666.0
13241,San Pablo de Borbur,Boyaca,ESMERALDAS ENGASTADA,2019,113261.0
13242,San Pablo de Borbur,Boyaca,ESMERALDAS ENGASTADA,2017,2796066.0
13243,San Pablo de Borbur,Boyaca,ESMERALDAS ENGASTADA,2018,48739.0
13244,San Pablo de Borbur,Boyaca,ESMERALDAS ENGASTADA,2020,893829.0
13245,San Pablo de Borbur,Boyaca,ESMERALDAS ENGASTADA,2019,442768.0
13246,San Pablo de Borbur,Boyaca,ESMERALDAS ENGASTADA,2017,3037839.0
13247,San Pablo de Borbur,Boyaca,ESMERALDAS ENGASTADA,2016,250317.0
13248,San Pablo de Borbur,Boyaca,ESMERALDAS ENGASTADA,2016,31505.0
13249,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2017,6128568.0
13250,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2018,115843949.0
13251,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2019,84110763.0
13252,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2020,5027967.0
13253,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2021,12113077.0
13254,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2017,114269718.0
13255,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2018,388565336.0
13256,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2019,218435214.0
13257,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2021,36276399.0
13258,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2017,101084392.0
13259,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2018,32873293.0
13260,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2019,33144489.0
13261,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2020,7265735.0
13262,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2021,37035226.0
13263,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2017,28500561.0
13264,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2018,133970667.0
13265,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2019,97086779.0
13266,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2021,29814199.0
13267,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2017,103201075.0
13268,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2018,214380205.0
13269,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2019,185314605.0
13270,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2021,25818681.0
13271,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2017,124008116.0
13272,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2018,200808996.0
13273,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2019,201421002.0
13274,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2021,10821299.0
13275,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2017,50753712.0
13276,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2018,63011399.0
13277,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2019,47284285.0
13278,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2020,2698224.0
13279,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2017,238927929.0
13280,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2018,298142087.0
13281,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2019,129220445.0
13282,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2020,3269006.0
13283,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2016,89150369.0
13284,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2017,101459673.0
13285,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2018,83064779.0
13286,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2019,207888774.0
13287,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2020,11209688.0
13288,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2016,137792108.0
13289,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2017,91107232.0
13290,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2018,128561585.0
13291,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2019,17441574.0
13292,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2020,40081743.0
13293,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2017,154155531.0
13294,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2018,210192156.0
13295,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2019,27496056.0
13296,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2020,31016515.0
13297,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2016,84487064.0
13298,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2017,152921575.0
13299,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2018,162305069.0
13300,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2019,54206744.0
13301,San Pablo de Borbur,Boyaca,ESMERALDAS TALLADAS,2020,17647441.0
13302,Santana,Boyaca,CALIZAS,2013,159000.0
13303,Santana,Boyaca,CALIZAS,2013,149460.0
13304,Santana,Boyaca,CALIZAS,2013,130381.0
13305,Santana,Boyaca,CALIZAS,2012,292562.0
13306,Santana,Boyaca,CALIZAS,2013,174900.0
13307,Santana,Boyaca,CALIZAS,2015,1480964.0
13308,Santana,Boyaca,CALIZAS,2016,11653.0
13309,Santa Maria - Boyaca,Boyaca,CARBON,2012,14509362.0
13310,Santa Maria - Boyaca,Boyaca,CARBON,2013,54190.0
13311,Santa Maria - Boyaca,Boyaca,CARBON,2014,31587.0
13312,Santa Maria - Boyaca,Boyaca,CARBON,2015,27354.0
13313,Santa Maria - Boyaca,Boyaca,MARMOL,2015,2365581.0
13314,Santa Maria - Boyaca,Boyaca,MARMOL,2015,2294061.0
13315,Santa Maria - Boyaca,Boyaca,ARENAS,2017,13450.0
13316,Santa Maria - Boyaca,Boyaca,ARENAS,2019,65000.0
13317,Santa Maria - Boyaca,Boyaca,ARENAS,2019,71000.0
13318,Santa Maria - Boyaca,Boyaca,ARENAS,2012,36223.0
13319,Santa Maria - Boyaca,Boyaca,ARENAS,2015,53219.0
13320,Santa Maria - Boyaca,Boyaca,ARENAS,2016,70850.0
13321,Santa Maria - Boyaca,Boyaca,ARENAS,2017,13402.0
13322,Santa Maria - Boyaca,Boyaca,ARENAS,2018,45294.0
13323,Santa Maria - Boyaca,Boyaca,ARENAS,2019,63000.0
13324,Santa Maria - Boyaca,Boyaca,ARENA DE CANTERA,2013,17815.0
13325,Santa Maria - Boyaca,Boyaca,ARENA DE RIO,2014,22575.0
13326,Santa Maria - Boyaca,Boyaca,ARENA DE RIO,2014,24309.0
13327,Santa Maria - Boyaca,Boyaca,ARENA DE RIO,2013,20834.0
13328,Santa Maria - Boyaca,Boyaca,GRAVA DE CANTERA,2015,8787.0
13329,Santa Maria - Boyaca,Boyaca,GRAVA DE CANTERA,2015,9755.0
13330,Santa Maria - Boyaca,Boyaca,GRAVAS DE RIO,2013,10133.0
13331,Santa Maria - Boyaca,Boyaca,GRAVAS DE RIO,2014,46597.0
13332,Santa Maria - Boyaca,Boyaca,GRAVAS DE RIO,2013,21279.0
13333,Santa Maria - Boyaca,Boyaca,GRAVAS DE RIO,2014,43411.0
13334,Santa Maria - Boyaca,Boyaca,GRAVAS DE RIO,2013,10133.0
13335,Santa Maria - Boyaca,Boyaca,GRAVAS DE RIO,2014,100707.0
13336,Santa Maria - Boyaca,Boyaca,GRAVAS DE RIO,2013,41382.0
13337,Santa Maria - Boyaca,Boyaca,GRAVAS DE RIO,2015,9759.0
13338,Santa Maria - Boyaca,Boyaca,GRAVAS DE RIO,2016,19518.0
13339,Santa Maria - Boyaca,Boyaca,GRAVAS,2017,25430.0
13340,Santa Maria - Boyaca,Boyaca,GRAVAS,2021,64000.0
13341,Santa Maria - Boyaca,Boyaca,GRAVAS,2017,28940.0
13342,Santa Maria - Boyaca,Boyaca,GRAVAS,2019,40000.0
13343,Santa Maria - Boyaca,Boyaca,GRAVAS,2016,11620.0
13344,Santa Maria - Boyaca,Boyaca,GRAVAS,2019,63000.0
13345,Santa Maria - Boyaca,Boyaca,GRAVAS,2013,49651.0
13346,Santa Maria - Boyaca,Boyaca,GRAVAS,2015,69941.0
13347,Santa Maria - Boyaca,Boyaca,GRAVAS,2016,63100.0
13348,Santa Maria - Boyaca,Boyaca,GRAVAS,2018,24708.0
13349,Santa Maria - Boyaca,Boyaca,GRAVAS,2019,50000.0
13350,Santa Maria - Boyaca,Boyaca,GRAVAS,2020,131000.0
13351,Santa Rosa de Viterbo,Boyaca,ARENAS,2017,53609.0
13352,Santa Rosa de Viterbo,Boyaca,ARENAS,2018,83397.0
13353,Santa Rosa de Viterbo,Boyaca,ARENAS,2019,73817.0
13354,Santa Rosa de Viterbo,Boyaca,ARENAS,2020,12352.0
13355,Santa Rosa de Viterbo,Boyaca,ARENAS,2016,57438.0
13356,Santa Rosa de Viterbo,Boyaca,ARENAS,2017,57920.0
13357,Santa Rosa de Viterbo,Boyaca,ARENAS,2018,59287.0
13358,Santa Rosa de Viterbo,Boyaca,ARENAS,2019,50771.0
13359,Santa Rosa de Viterbo,Boyaca,ARENAS,2016,42121.0
13360,Santa Rosa de Viterbo,Boyaca,ARENAS,2019,24764.0
13361,Santa Rosa de Viterbo,Boyaca,ARENAS,2020,9210.0
13362,Santa Rosa de Viterbo,Boyaca,ARENAS,2013,82145.0
13363,Santa Rosa de Viterbo,Boyaca,ARENAS,2014,82409.0
13364,Santa Rosa de Viterbo,Boyaca,ARENAS,2015,51680.0
13365,Santa Rosa de Viterbo,Boyaca,ARENAS,2016,130360.0
13366,Santa Rosa de Viterbo,Boyaca,ARENAS,2017,145681.0
13367,Santa Rosa de Viterbo,Boyaca,ARENAS,2018,90946.0
13368,Santa Rosa de Viterbo,Boyaca,ARENAS,2019,37428.0
13369,Santa Rosa de Viterbo,Boyaca,ARENAS,2020,12423.0
13370,Santa Rosa de Viterbo,Boyaca,ARENA DE CANTERA,2015,50363.0
13371,Santa Rosa de Viterbo,Boyaca,ARENA DE CANTERA,2015,157477.0
13372,Sativanorte,Boyaca,CARBON,2012,81728425.0
13373,Sativanorte,Boyaca,CARBON,2012,81728425.0
13374,Sativanorte,Boyaca,CARBON,2015,10415245.0
13375,Sativanorte,Boyaca,CARBON,2015,20830490.0
13376,Sativanorte,Boyaca,CARBON,2016,5193132.0
13377,Sativanorte,Boyaca,CARBON,2016,10386264.0
13378,Sativanorte,Boyaca,CARBON,2017,3763445.0
13379,Sativanorte,Boyaca,CARBON,2017,7526890.0
13380,Sativanorte,Boyaca,CARBON,2018,3507490.0
13381,Sativanorte,Boyaca,CARBON,2018,7014980.0
13382,Sativanorte,Boyaca,CARBON,2019,11449027.0
13383,Sativanorte,Boyaca,CARBON,2019,22898054.0
13384,Sativanorte,Boyaca,CARBON,2020,137377942.0
13385,Sativanorte,Boyaca,CARBON,2020,274755884.0
13386,Sativanorte,Boyaca,CARBON,2012,64566106.0
13387,Sativanorte,Boyaca,CARBON,2012,64566106.0
13388,Sativanorte,Boyaca,CARBON,2013,28742982.0
13389,Sativanorte,Boyaca,CARBON,2013,57485964.0
13390,Sativanorte,Boyaca,CARBON,2015,8917618.0
13391,Sativanorte,Boyaca,CARBON,2015,17835235.0
13392,Sativanorte,Boyaca,CARBON,2016,4993262.0
13393,Sativanorte,Boyaca,CARBON,2016,9986524.0
13394,Sativanorte,Boyaca,CARBON,2017,13814750.0
13395,Sativanorte,Boyaca,CARBON,2017,27629500.0
13396,Sativanorte,Boyaca,CARBON,2018,11363393.0
13397,Sativanorte,Boyaca,CARBON,2018,9289133.0
13398,Sativanorte,Boyaca,CARBON,2019,27055175.0
13399,Sativanorte,Boyaca,CARBON,2019,54110351.0
13400,Sativanorte,Boyaca,CARBON,2020,142691103.0
13401,Sativanorte,Boyaca,CARBON,2020,285382207.0
13402,Sativanorte,Boyaca,CARBON,2012,103511674.0
13403,Sativanorte,Boyaca,CARBON,2012,103511674.0
13404,Sativanorte,Boyaca,CARBON,2013,65330235.0
13405,Sativanorte,Boyaca,CARBON,2013,130660470.0
13406,Sativanorte,Boyaca,CARBON,2015,8482183.0
13407,Sativanorte,Boyaca,CARBON,2015,16964366.0
13408,Sativanorte,Boyaca,CARBON,2016,5201347.0
13409,Sativanorte,Boyaca,CARBON,2016,10402693.0
13410,Sativanorte,Boyaca,CARBON,2017,20363545.0
13411,Sativanorte,Boyaca,CARBON,2017,40727090.0
13412,Sativanorte,Boyaca,CARBON,2018,12647824.0
13413,Sativanorte,Boyaca,CARBON,2018,25295649.0
13414,Sativanorte,Boyaca,CARBON,2019,334248387.0
13415,Sativanorte,Boyaca,CARBON,2020,168419853.0
13416,Sativanorte,Boyaca,CARBON,2020,336839706.0
13417,Sativanorte,Boyaca,CARBON,2019,167124194.0
13418,Sativanorte,Boyaca,CARBON,2012,99198390.0
13419,Sativanorte,Boyaca,CARBON,2012,99198390.0
13420,Sativanorte,Boyaca,CARBON,2013,38173245.0
13421,Sativanorte,Boyaca,CARBON,2013,76346490.0
13422,Sativanorte,Boyaca,CARBON,2014,2221308.0
13423,Sativanorte,Boyaca,CARBON,2014,4442615.0
13424,Sativanorte,Boyaca,CARBON,2015,10590503.0
13425,Sativanorte,Boyaca,CARBON,2015,21181007.0
13426,Sativanorte,Boyaca,CARBON,2016,6220934.0
13427,Sativanorte,Boyaca,CARBON,2016,12441867.0
13428,Sativanorte,Boyaca,CARBON,2017,24261847.0
13429,Sativanorte,Boyaca,CARBON,2017,48523694.0
13430,Sativanorte,Boyaca,CARBON,2018,10804694.0
13431,Sativanorte,Boyaca,CARBON,2018,21609388.0
13432,Sativanorte,Boyaca,CARBON,2019,185036909.0
13433,Sativanorte,Boyaca,CARBON,2019,355775557.0
13434,Sativanorte,Boyaca,CARBON,2012,15013257.0
13435,Sativanorte,Boyaca,CARBON,2013,1068245.0
13436,Sativanorte,Boyaca,CARBON,2019,4236139.0
13437,Sativanorte,Boyaca,CARBON,2012,27278495.0
13438,Sativanorte,Boyaca,CARBON,2013,1052250.0
13439,Sativanorte,Boyaca,CARBON,2015,639576.0
13440,Sativanorte,Boyaca,CARBON,2016,3991964.0
13441,Sativanorte,Boyaca,CARBON,2018,2733573.0
13442,Sativanorte,Boyaca,CARBON,2019,24318117.0
13443,Sativanorte,Boyaca,CARBON,2013,3974692.0
13444,Sativanorte,Boyaca,CARBON,2019,2642058.0
13445,Sativanorte,Boyaca,CARBON,2013,9353422.0
13446,Sativanorte,Boyaca,CARBON,2014,2203189.0
13447,Sativanorte,Boyaca,CARBON,2015,12464389.0
13448,Sativanorte,Boyaca,CARBON,2016,6881061.0
13449,Sativanorte,Boyaca,CARBON,2018,8037532.0
13450,Sativanorte,Boyaca,ARENAS SILICEAS,2013,11858.0
13451,Sativasur,Boyaca,CARBON,2018,33949930.0
13452,Sativasur,Boyaca,CARBON,2018,67899860.0
13453,Sativasur,Boyaca,CARBON,2019,30469309.0
13454,Sativasur,Boyaca,CARBON,2019,60938619.0
13455,Sativasur,Boyaca,CARBON,2020,44733032.0
13456,Sativasur,Boyaca,CARBON,2020,89466064.0
13457,Sativasur,Boyaca,CARBON,2018,44811075.0
13458,Sativasur,Boyaca,CARBON,2018,89911990.0
13459,Sativasur,Boyaca,CARBON,2019,64038195.0
13460,Sativasur,Boyaca,CARBON,2019,128076390.0
13461,Sativasur,Boyaca,CARBON,2020,35749159.0
13462,Sativasur,Boyaca,CARBON,2020,71498318.0
13463,Sativasur,Boyaca,CARBON,2018,40646447.0
13464,Sativasur,Boyaca,CARBON,2018,81292893.0
13465,Sativasur,Boyaca,CARBON,2019,196395541.0
13466,Sativasur,Boyaca,CARBON,2020,46690409.0
13467,Sativasur,Boyaca,CARBON,2020,93380818.0
13468,Sativasur,Boyaca,CARBON,2019,98197771.0
13469,Sativasur,Boyaca,CARBON,2018,32124825.0
13470,Sativasur,Boyaca,CARBON,2018,64249649.0
13471,Sativasur,Boyaca,CARBON,2019,81097565.0
13472,Sativasur,Boyaca,CARBON,2019,209044339.0
13473,Sativasur,Boyaca,CARBON,2018,17525108.0
13474,Sativasur,Boyaca,CARBON,2019,44330039.0
13475,Sativasur,Boyaca,CARBON,2012,29626646.0
13476,Sativasur,Boyaca,CARBON,2013,7424995.0
13477,Sativasur,Boyaca,CARBON,2014,3357856.0
13478,Sativasur,Boyaca,CARBON,2015,34785217.0
13479,Sativasur,Boyaca,CARBON,2016,18876796.0
13480,Sativasur,Boyaca,CARBON,2017,26552640.0
13481,Sativasur,Boyaca,CARBON,2018,166169969.0
13482,Sativasur,Boyaca,CARBON,2019,302659057.0
13483,Sativasur,Boyaca,CARBON,2020,117216368.0
13484,Sativasur,Boyaca,CARBON,2021,19026861.0
13485,Sativasur,Boyaca,CARBON,2017,120036079.0
13486,Sativasur,Boyaca,CARBON,2019,57392222.0
13487,Sativasur,Boyaca,CARBON,2017,33417288.0
13488,Sativasur,Boyaca,CARBON,2012,23154768.0
13489,Sativasur,Boyaca,CARBON,2013,3442058.0
13490,Sativasur,Boyaca,CARBON,2015,20330788.0
13491,Sativasur,Boyaca,CARBON,2016,82557423.0
13492,Sativasur,Boyaca,CARBON,2017,178393389.0
13493,Sativasur,Boyaca,CARBON,2018,229450379.0
13494,Sativasur,Boyaca,CARBON,2019,120283695.0
13495,Sativasur,Boyaca,CARBON,2020,80102135.0
13496,Sativasur,Boyaca,CARBON,2021,
13497,Sativasur,Boyaca,CARBON,2017,62109682.0
13498,Sativasur,Boyaca,CARBON,2018,44942723.0
13499,Sativasur,Boyaca,CARBON,2018,1846423.0
13500,Sativasur,Boyaca,CARBON,2012,81157161.0
13501,Sativasur,Boyaca,CARBON,2013,9176776.0
13502,Sativasur,Boyaca,CARBON,2014,51294579.0
13503,Sativasur,Boyaca,CARBON,2015,67801855.0
13504,Sativasur,Boyaca,CARBON,2016,46245060.0
13505,Sativasur,Boyaca,CARBON,2017,98776972.0
13506,Sativasur,Boyaca,CARBON,2018,309636948.0
13507,Sativasur,Boyaca,CARBON,2019,252035937.0
13508,Sativasur,Boyaca,CARBON,2020,98785777.0
13509,Sativasur,Boyaca,CARBON,2017,9979035.0
13510,Sativasur,Boyaca,CARBON,2018,82589625.0
13511,Sativasur,Boyaca,CARBON,2019,48399043.0
13512,Sativasur,Boyaca,CARBON,2017,1973968.0
13513,Sativasur,Boyaca,CARBON,2019,12281040.0
13514,Sativasur,Boyaca,CARBON,2012,77454907.0
13515,Sativasur,Boyaca,CARBON,2013,135421110.0
13516,Sativasur,Boyaca,CARBON,2014,43935512.0
13517,Sativasur,Boyaca,CARBON,2015,167955296.0
13518,Sativasur,Boyaca,CARBON,2016,261928294.0
13519,Sativasur,Boyaca,CARBON,2017,321585779.0
13520,Sativasur,Boyaca,CARBON,2018,489105108.0
13521,Sativasur,Boyaca,CARBON,2019,112378639.0
13522,Sativasur,Boyaca,CARBON,2020,129452137.0
13523,Soata,Boyaca,ARENAS,2017,57438.0
13524,Soata,Boyaca,ARENAS,2019,15554.0
13525,Soata,Boyaca,ARENAS,2017,47865.0
13526,Soata,Boyaca,ARENAS,2018,21540.0
13527,Soata,Boyaca,ARENAS,2019,34792.0
13528,Soata,Boyaca,ARENAS,2020,10764.0
13529,Soata,Boyaca,ARENAS,2021,26000.0
13530,Soata,Boyaca,ARENAS,2019,21489.0
13531,Soata,Boyaca,ARENAS,2014,149331.0
13532,Soata,Boyaca,ARENAS,2015,109647.0
13533,Soata,Boyaca,ARENAS,2016,179175.0
13534,Soata,Boyaca,ARENAS,2017,39748.0
13535,Soata,Boyaca,ARENAS,2018,42598.0
13536,Soata,Boyaca,ARENAS,2019,19483.0
13537,Soata,Boyaca,ARENAS,2020,43734.0
13538,Soata,Boyaca,ARENA DE RIO,2014,5376062.0
13539,Soata,Boyaca,ARENA DE RIO,2015,52092.0
13540,Soata,Boyaca,ARENA DE RIO,2015,44902.0
13541,Soata,Boyaca,GRAVAS DE RIO,2014,5631473.0
13542,Soata,Boyaca,GRAVAS DE RIO,2014,6732398.0
13543,Soata,Boyaca,GRAVAS DE RIO,2013,2462102.0
13544,Soata,Boyaca,GRAVAS DE RIO,2014,6110218.0
13545,Socota,Boyaca,CARBON,2019,2381557.0
13546,Socota,Boyaca,CARBON,2018,64102834.0
13547,Socota,Boyaca,CARBON,2019,36477703.0
13548,Socota,Boyaca,CARBON,2012,510939485.0
13549,Socota,Boyaca,CARBON,2013,168988537.0
13550,Socota,Boyaca,CARBON,2014,146717626.0
13551,Socota,Boyaca,CARBON,2015,138620875.0
13552,Socota,Boyaca,CARBON,2016,111189777.0
13553,Socota,Boyaca,CARBON,2017,87536451.0
13554,Socota,Boyaca,CARBON,2018,767731203.0
13555,Socota,Boyaca,CARBON,2019,557267566.0
13556,Socota,Boyaca,CARBON,2020,449459799.0
13557,Socota,Boyaca,CARBON,2021,112204213.0
13558,Socota,Boyaca,CARBON,2017,336115554.0
13559,Socota,Boyaca,CARBON,2019,145601361.0
13560,Socota,Boyaca,CARBON,2017,28560266.0
13561,Socota,Boyaca,CARBON,2012,106707256.0
13562,Socota,Boyaca,CARBON,2013,35039244.0
13563,Socota,Boyaca,CARBON,2014,20561533.0
13564,Socota,Boyaca,CARBON,2015,150172197.0
13565,Socota,Boyaca,CARBON,2016,243449342.0
13566,Socota,Boyaca,CARBON,2017,381245639.0
13567,Socota,Boyaca,CARBON,2018,1024649928.0
13568,Socota,Boyaca,CARBON,2019,595014311.0
13569,Socota,Boyaca,CARBON,2020,247182746.0
13570,Socota,Boyaca,CARBON,2021,
13571,Socota,Boyaca,CARBON,2017,291881539.0
13572,Socota,Boyaca,CARBON,2018,52786432.0
13573,Socota,Boyaca,CARBON,2012,245332603.0
13574,Socota,Boyaca,CARBON,2013,303188131.0
13575,Socota,Boyaca,CARBON,2014,271806960.0
13576,Socota,Boyaca,CARBON,2015,278393876.0
13577,Socota,Boyaca,CARBON,2016,377248449.0
13578,Socota,Boyaca,CARBON,2017,560050713.0
13579,Socota,Boyaca,CARBON,2018,1217779468.0
13580,Socota,Boyaca,CARBON,2019,648602476.0
13581,Socota,Boyaca,CARBON,2020,275256254.0
13582,Socota,Boyaca,CARBON,2017,83358197.0
13583,Socota,Boyaca,CARBON,2018,44151304.0
13584,Socota,Boyaca,CARBON,2019,354197206.0
13585,Socota,Boyaca,CARBON,2017,22105000.0
13586,Socota,Boyaca,CARBON,2019,48953205.0
13587,Socota,Boyaca,CARBON,2012,365243578.0
13588,Socota,Boyaca,CARBON,2013,1008485107.0
13589,Socota,Boyaca,CARBON,2014,472269140.0
13590,Socota,Boyaca,CARBON,2015,513910575.0
13591,Socota,Boyaca,CARBON,2016,644647875.0
13592,Socota,Boyaca,CARBON,2017,1369133816.0
13593,Socota,Boyaca,CARBON,2018,1821845194.0
13594,Socota,Boyaca,CARBON,2019,459860324.0
13595,Socota,Boyaca,CARBON,2020,631062233.0
13596,Socha,Boyaca,CARBON,2012,37770090.0
13597,Socha,Boyaca,CARBON,2012,37770090.0
13598,Socha,Boyaca,CARBON,2014,3161763.0
13599,Socha,Boyaca,CARBON,2014,6323526.0
13600,Socha,Boyaca,CARBON,2015,30137819.0
13601,Socha,Boyaca,CARBON,2015,60275637.0
13602,Socha,Boyaca,CARBON,2016,15506446.0
13603,Socha,Boyaca,CARBON,2016,31012892.0
13604,Socha,Boyaca,CARBON,2017,15281567.0
13605,Socha,Boyaca,CARBON,2017,30563133.0
13606,Socha,Boyaca,CARBON,2018,25770823.0
13607,Socha,Boyaca,CARBON,2018,51541645.0
13608,Socha,Boyaca,CARBON,2019,44410900.0
13609,Socha,Boyaca,CARBON,2019,88821799.0
13610,Socha,Boyaca,CARBON,2020,95597448.0
13611,Socha,Boyaca,CARBON,2020,191194896.0
13612,Socha,Boyaca,CARBON,2012,37429236.0
13613,Socha,Boyaca,CARBON,2012,37429236.0
13614,Socha,Boyaca,CARBON,2013,20765152.0
13615,Socha,Boyaca,CARBON,2013,41530304.0
13616,Socha,Boyaca,CARBON,2014,4651397.0
13617,Socha,Boyaca,CARBON,2014,9302794.0
13618,Socha,Boyaca,CARBON,2015,32886478.0
13619,Socha,Boyaca,CARBON,2015,65772954.0
