,Código Departamento,Departamento,Código Entidad,Entidad,Indicador,Dato Numérico,Año
57835,99.0,Vichada,99624.0,Santa Rosalía,Cobertura de acueducto (REC),98.97,2008.0
57836,99.0,Vichada,99773.0,Cumaribo,Cobertura de acueducto (REC),24.55,2008.0
57838,99.0,Vichada,99001.0,Puerto Carreño,Cobertura de acueducto (REC),47.43,2008.0
57839,99.0,Vichada,99524.0,La Primavera,Cobertura de acueducto (REC),14.06,2008.0
57842,97.0,Vaupés,97161.0,Carurú,Cobertura de acueducto (REC),53.23,2008.0
57843,97.0,Vaupés,97666.0,Taraira,Cobertura de acueducto (REC),78.7,2008.0
57844,95.0,Guaviare,95025.0,El Retorno,Cobertura de acueducto (REC),40.57,2008.0
57845,95.0,Guaviare,95200.0,Miraflores,Cobertura de acueducto (REC),8.91,2008.0
57847,95.0,Guaviare,95001.0,San José del Guaviare,Cobertura de acueducto (REC),6.84,2008.0
57848,95.0,Guaviare,95015.0,Calamar,Cobertura de acueducto (REC),57.65,2008.0
57850,94.0,Guainía,94001.0,Inírida,Cobertura de acueducto (REC),19.26,2008.0
57852,91.0,Amazonas,91001.0,Leticia,Cobertura de acueducto (REC),70.3,2008.0
57853,91.0,Amazonas,91540.0,Puerto Nariño,Cobertura de acueducto (REC),97.7,2008.0
57854,88.0,San Andrés y Providencia,88564.0,Providencia,Cobertura de acueducto (REC),49.38,2008.0
57856,86.0,Putumayo,86865.0,Valle del Guamuez,Cobertura de acueducto (REC),8.36,2008.0
57858,86.0,Putumayo,86749.0,Sibundoy,Cobertura de acueducto (REC),100.0,2008.0
57859,86.0,Putumayo,86755.0,San Francisco,Cobertura de acueducto (REC),99.31,2008.0
57860,86.0,Putumayo,86757.0,San Miguel,Cobertura de acueducto (REC),0.02,2008.0
57861,86.0,Putumayo,86760.0,Santiago,Cobertura de acueducto (REC),100.0,2008.0
57865,86.0,Putumayo,86320.0,Orito,Cobertura de acueducto (REC),27.68,2008.0
57866,86.0,Putumayo,86568.0,Puerto Asís,Cobertura de acueducto (REC),6.93,2008.0
57867,86.0,Putumayo,86569.0,Puerto Caicedo,Cobertura de acueducto (REC),17.74,2008.0
57868,86.0,Putumayo,86571.0,Puerto Guzmán,Cobertura de acueducto (REC),100.0,2008.0
57869,86.0,Putumayo,86573.0,Puerto Leguízamo,Cobertura de acueducto (REC),61.53,2008.0
57870,85.0,Casanare,85430.0,Trinidad,Cobertura de acueducto (REC),32.07,2008.0
57871,85.0,Casanare,85440.0,Villanueva,Cobertura de acueducto (REC),78.69,2008.0
57872,85.0,Casanare,85315.0,Sácama,Cobertura de acueducto (REC),19.87,2008.0
57873,85.0,Casanare,85325.0,San Luis de Palenque,Cobertura de acueducto (REC),100.0,2008.0
57874,85.0,Casanare,85400.0,Támara,Cobertura de acueducto (REC),4.07,2008.0
57875,85.0,Casanare,85410.0,Tauramena,Cobertura de acueducto (REC),47.59,2008.0
57877,81.0,Arauca,81794.0,Tame,Cobertura de acueducto (REC),38.59,2008.0
57878,81.0,Arauca,81065.0,Arauquita,Cobertura de acueducto (REC),26.07,2008.0
57879,81.0,Arauca,81220.0,Cravo Norte,Cobertura de acueducto (REC),39.75,2008.0
57880,81.0,Arauca,81300.0,Fortul,Cobertura de acueducto (REC),100.0,2008.0
57881,81.0,Arauca,81591.0,Puerto Rondón,Cobertura de acueducto (REC),100.0,2008.0
57885,85.0,Casanare,85001.0,Yopal,Cobertura de acueducto (REC),91.03,2008.0
57886,85.0,Casanare,85010.0,Aguazul,Cobertura de acueducto (REC),89.32,2008.0
57887,85.0,Casanare,85015.0,Chámeza,Cobertura de acueducto (REC),30.74,2008.0
57888,85.0,Casanare,85125.0,Hato Corozal,Cobertura de acueducto (REC),100.0,2008.0
57889,85.0,Casanare,85136.0,La Salina,Cobertura de acueducto (REC),100.0,2008.0
57890,85.0,Casanare,85139.0,Maní,Cobertura de acueducto (REC),4.2,2008.0
57891,85.0,Casanare,85162.0,Monterrey,Cobertura de acueducto (REC),30.36,2008.0
57892,85.0,Casanare,85225.0,Nunchía,Cobertura de acueducto (REC),79.92,2008.0
57893,85.0,Casanare,85230.0,Orocué,Cobertura de acueducto (REC),51.82,2008.0
57894,85.0,Casanare,85250.0,Paz de Ariporo,Cobertura de acueducto (REC),77.53,2008.0
57895,85.0,Casanare,85263.0,Pore,Cobertura de acueducto (REC),68.64,2008.0
57896,85.0,Casanare,85279.0,Recetor,Cobertura de acueducto (REC),9.85,2008.0
57897,85.0,Casanare,85300.0,Sabanalarga,Cobertura de acueducto (REC),66.04,2008.0
57898,73.0,Tolima,73870.0,Villahermosa,Cobertura de acueducto (REC),32.5,2008.0
57899,73.0,Tolima,73873.0,Villarrica,Cobertura de acueducto (REC),43.03,2008.0
57901,73.0,Tolima,73001.0,Ibagué,Cobertura de acueducto (REC),73.51,2008.0
57902,73.0,Tolima,73024.0,Alpujarra,Cobertura de acueducto (REC),26.14,2008.0
57903,73.0,Tolima,73026.0,Alvarado,Cobertura de acueducto (REC),24.51,2008.0
57904,73.0,Tolima,73030.0,Ambalema,Cobertura de acueducto (REC),93.99,2008.0
57905,73.0,Tolima,73043.0,Anzoátegui,Cobertura de acueducto (REC),21.41,2008.0
57906,73.0,Tolima,73055.0,Armero,Cobertura de acueducto (REC),71.6,2008.0
57907,73.0,Tolima,73067.0,Ataco,Cobertura de acueducto (REC),100.0,2008.0
57908,73.0,Tolima,73124.0,Cajamarca,Cobertura de acueducto (REC),47.83,2008.0
57909,73.0,Tolima,73148.0,Carmen de Apicalá,Cobertura de acueducto (REC),45.24,2008.0
57910,73.0,Tolima,73152.0,Casabianca,Cobertura de acueducto (REC),29.95,2008.0
57911,73.0,Tolima,73168.0,Chaparral,Cobertura de acueducto (REC),56.54,2008.0
57912,73.0,Tolima,73200.0,Coello,Cobertura de acueducto (REC),37.33,2008.0
57913,73.0,Tolima,73217.0,Coyaima,Cobertura de acueducto (REC),12.18,2008.0
57914,73.0,Tolima,73226.0,Cunday,Cobertura de acueducto (REC),13.79,2008.0
57915,73.0,Tolima,73236.0,Dolores,Cobertura de acueducto (REC),100.0,2008.0
57916,73.0,Tolima,73268.0,Espinal,Cobertura de acueducto (REC),39.3,2008.0
57917,73.0,Tolima,73270.0,Falan,Cobertura de acueducto (REC),72.13,2008.0
57918,73.0,Tolima,73275.0,Flandes,Cobertura de acueducto (REC),99.99,2008.0
57920,73.0,Tolima,73319.0,Guamo,Cobertura de acueducto (REC),13.1,2008.0
57921,73.0,Tolima,73347.0,Herveo,Cobertura de acueducto (REC),35.26,2008.0
57922,73.0,Tolima,73349.0,Honda,Cobertura de acueducto (REC),85.69,2008.0
57923,73.0,Tolima,73352.0,Icononzo,Cobertura de acueducto (REC),18.83,2008.0
57924,73.0,Tolima,73408.0,Lérida,Cobertura de acueducto (REC),100.0,2008.0
57925,73.0,Tolima,73411.0,Líbano,Cobertura de acueducto (REC),91.64,2008.0
57926,73.0,Tolima,73443.0,San Sebastián de Mariquita,Cobertura de acueducto (REC),99.86,2008.0
57927,73.0,Tolima,73449.0,Melgar,Cobertura de acueducto (REC),8.64,2008.0
57928,73.0,Tolima,73461.0,Murillo,Cobertura de acueducto (REC),0.0,2008.0
57929,73.0,Tolima,73483.0,Natagaima,Cobertura de acueducto (REC),100.0,2008.0
57930,73.0,Tolima,73504.0,Ortega,Cobertura de acueducto (REC),100.0,2008.0
57931,73.0,Tolima,73520.0,Palocabildo,Cobertura de acueducto (REC),57.96,2008.0
57932,73.0,Tolima,73547.0,Piedras,Cobertura de acueducto (REC),9.72,2008.0
57933,73.0,Tolima,73555.0,Planadas,Cobertura de acueducto (REC),18.7,2008.0
57934,73.0,Tolima,73563.0,Prado,Cobertura de acueducto (REC),100.0,2008.0
57935,73.0,Tolima,73585.0,Purificación,Cobertura de acueducto (REC),40.94,2008.0
57936,73.0,Tolima,73616.0,Rioblanco,Cobertura de acueducto (REC),25.61,2008.0
57937,73.0,Tolima,73622.0,Roncesvalles,Cobertura de acueducto (REC),15.25,2008.0
57938,73.0,Tolima,73624.0,Rovira,Cobertura de acueducto (REC),26.5,2008.0
57939,73.0,Tolima,73671.0,Saldaña,Cobertura de acueducto (REC),17.11,2008.0
57940,73.0,Tolima,73675.0,San Antonio,Cobertura de acueducto (REC),25.97,2008.0
57941,73.0,Tolima,73678.0,San Luis,Cobertura de acueducto (REC),100.0,2008.0
57942,73.0,Tolima,73686.0,Santa Isabel,Cobertura de acueducto (REC),27.23,2008.0
57943,73.0,Tolima,73770.0,Suárez,Cobertura de acueducto (REC),98.16,2008.0
57944,73.0,Tolima,73854.0,Valle de San Juan,Cobertura de acueducto (REC),27.63,2008.0
57945,73.0,Tolima,73861.0,Venadillo,Cobertura de acueducto (REC),67.77,2008.0
57946,76.0,Valle del Cauca,76869.0,Vijes,Cobertura de acueducto (REC),95.53,2008.0
57947,76.0,Valle del Cauca,76890.0,Yotoco,Cobertura de acueducto (REC),35.68,2008.0
57948,76.0,Valle del Cauca,76892.0,Yumbo,Cobertura de acueducto (REC),92.67,2008.0
57949,76.0,Valle del Cauca,76895.0,Zarzal,Cobertura de acueducto (REC),39.97,2008.0
57950,76.0,Valle del Cauca,76622.0,Roldanillo,Cobertura de acueducto (REC),91.23,2008.0
57951,76.0,Valle del Cauca,76670.0,San Pedro,Cobertura de acueducto (REC),73.72,2008.0
57952,76.0,Valle del Cauca,76736.0,Sevilla,Cobertura de acueducto (REC),100.0,2008.0
57953,76.0,Valle del Cauca,76823.0,Toro,Cobertura de acueducto (REC),91.85,2008.0
57954,76.0,Valle del Cauca,76828.0,Trujillo,Cobertura de acueducto (REC),66.26,2008.0
57955,76.0,Valle del Cauca,76834.0,Tuluá,Cobertura de acueducto (REC),59.37,2008.0
57956,76.0,Valle del Cauca,76845.0,Ulloa,Cobertura de acueducto (REC),100.0,2008.0
57957,76.0,Valle del Cauca,76863.0,Versalles,Cobertura de acueducto (REC),42.83,2008.0
57958,76.0,Valle del Cauca,76243.0,El Águila,Cobertura de acueducto (REC),36.74,2008.0
57959,76.0,Valle del Cauca,76246.0,El Cairo,Cobertura de acueducto (REC),47.44,2008.0
57960,76.0,Valle del Cauca,76248.0,El Cerrito,Cobertura de acueducto (REC),96.04,2008.0
57961,76.0,Valle del Cauca,76250.0,El Dovio,Cobertura de acueducto (REC),48.1,2008.0
57962,76.0,Valle del Cauca,76275.0,Florida,Cobertura de acueducto (REC),99.97,2008.0
57963,76.0,Valle del Cauca,76306.0,Ginebra,Cobertura de acueducto (REC),57.51,2008.0
57964,76.0,Valle del Cauca,76318.0,Guacarí,Cobertura de acueducto (REC),94.03,2008.0
57965,76.0,Valle del Cauca,76364.0,Jamundí,Cobertura de acueducto (REC),87.06,2008.0
57966,76.0,Valle del Cauca,76377.0,La Cumbre,Cobertura de acueducto (REC),41.48,2008.0
57967,76.0,Valle del Cauca,76400.0,La Unión,Cobertura de acueducto (REC),73.24,2008.0
57968,76.0,Valle del Cauca,76403.0,La Victoria,Cobertura de acueducto (REC),85.23,2008.0
57969,76.0,Valle del Cauca,76497.0,Obando,Cobertura de acueducto (REC),74.07,2008.0
57970,76.0,Valle del Cauca,76520.0,Palmira,Cobertura de acueducto (REC),81.43,2008.0
57971,76.0,Valle del Cauca,76563.0,Pradera,Cobertura de acueducto (REC),81.74,2008.0
57972,76.0,Valle del Cauca,76606.0,Restrepo,Cobertura de acueducto (REC),73.09,2008.0
57973,76.0,Valle del Cauca,76616.0,Riofrío,Cobertura de acueducto (REC),82.26,2008.0
57975,76.0,Valle del Cauca,76001.0,Cali,Cobertura de acueducto (REC),65.81,2008.0
57976,76.0,Valle del Cauca,76020.0,Alcalá,Cobertura de acueducto (REC),100.0,2008.0
57977,76.0,Valle del Cauca,76036.0,Andalucía,Cobertura de acueducto (REC),69.34,2008.0
57978,76.0,Valle del Cauca,76041.0,Ansermanuevo,Cobertura de acueducto (REC),89.02,2008.0
57979,76.0,Valle del Cauca,76054.0,Argelia,Cobertura de acueducto (REC),43.41,2008.0
57980,76.0,Valle del Cauca,76100.0,Bolívar,Cobertura de acueducto (REC),23.9,2008.0
57981,76.0,Valle del Cauca,76109.0,Buenaventura,Cobertura de acueducto (REC),8.95,2008.0
57982,76.0,Valle del Cauca,76111.0,Guadalajara de Buga,Cobertura de acueducto (REC),91.5,2008.0
57983,76.0,Valle del Cauca,76113.0,Bugalagrande,Cobertura de acueducto (REC),49.93,2008.0
57984,76.0,Valle del Cauca,76122.0,Caicedonia,Cobertura de acueducto (REC),64.02,2008.0
57985,76.0,Valle del Cauca,76126.0,Calima,Cobertura de acueducto (REC),100.0,2008.0
57986,76.0,Valle del Cauca,76130.0,Candelaria,Cobertura de acueducto (REC),83.59,2008.0
57987,76.0,Valle del Cauca,76147.0,Cartago,Cobertura de acueducto (REC),73.58,2008.0
57988,76.0,Valle del Cauca,76233.0,Dagua,Cobertura de acueducto (REC),60.0,2008.0
57990,70.0,Sucre,70001.0,Sincelejo,Cobertura de acueducto (REC),0.0,2008.0
57991,70.0,Sucre,70110.0,Buenavista,Cobertura de acueducto (REC),99.16,2008.0
57992,70.0,Sucre,70124.0,Caimito,Cobertura de acueducto (REC),58.27,2008.0
57993,70.0,Sucre,70204.0,Colosó,Cobertura de acueducto (REC),95.61,2008.0
57994,70.0,Sucre,70215.0,Corozal,Cobertura de acueducto (REC),93.99,2008.0
57995,70.0,Sucre,70221.0,Coveñas,Cobertura de acueducto (REC),39.73,2008.0
57996,70.0,Sucre,70230.0,Chalán,Cobertura de acueducto (REC),100.0,2008.0
57997,70.0,Sucre,70233.0,El Roble,Cobertura de acueducto (REC),34.36,2008.0
57998,70.0,Sucre,70235.0,Galeras,Cobertura de acueducto (REC),90.57,2008.0
57999,70.0,Sucre,70265.0,Guaranda,Cobertura de acueducto (REC),100.0,2008.0
58000,70.0,Sucre,70400.0,La Unión,Cobertura de acueducto (REC),58.81,2008.0
58001,70.0,Sucre,70418.0,Los Palmitos,Cobertura de acueducto (REC),84.17,2008.0
58002,70.0,Sucre,70429.0,Majagual,Cobertura de acueducto (REC),52.09,2008.0
58003,70.0,Sucre,70473.0,Morroa,Cobertura de acueducto (REC),77.17,2008.0
58004,70.0,Sucre,70508.0,Ovejas,Cobertura de acueducto (REC),94.55,2008.0
58005,70.0,Sucre,70523.0,Palmito,Cobertura de acueducto (REC),89.78,2008.0
58006,70.0,Sucre,70670.0,Sampués,Cobertura de acueducto (REC),74.79,2008.0
58007,70.0,Sucre,70678.0,San Benito Abad,Cobertura de acueducto (REC),100.0,2008.0
58008,70.0,Sucre,70702.0,San Juan de Betulia,Cobertura de acueducto (REC),99.96,2008.0
58010,70.0,Sucre,70713.0,San Onofre,Cobertura de acueducto (REC),88.1,2008.0
58012,70.0,Sucre,70742.0,San Luis de Sincé,Cobertura de acueducto (REC),95.15,2008.0
58015,70.0,Sucre,70823.0,Tolú Viejo,Cobertura de acueducto (REC),96.7,2008.0
58016,68.0,Santander,68780.0,Suratá,Cobertura de acueducto (REC),17.58,2008.0
58017,68.0,Santander,68820.0,Tona,Cobertura de acueducto (REC),100.0,2008.0
58018,68.0,Santander,68855.0,Valle de San José,Cobertura de acueducto (REC),27.5,2008.0
58019,68.0,Santander,68861.0,Vélez,Cobertura de acueducto (REC),53.19,2008.0
58020,68.0,Santander,68867.0,Vetas,Cobertura de acueducto (REC),32.06,2008.0
58021,68.0,Santander,68872.0,Villanueva,Cobertura de acueducto (REC),100.0,2008.0
58022,68.0,Santander,68895.0,Zapatoca,Cobertura de acueducto (REC),72.38,2008.0
58023,68.0,Santander,68418.0,Los Santos,Cobertura de acueducto (REC),25.89,2008.0
58024,68.0,Santander,68425.0,Macaravita,Cobertura de acueducto (REC),9.5,2008.0
58025,68.0,Santander,68432.0,Málaga,Cobertura de acueducto (REC),100.0,2008.0
58026,68.0,Santander,68444.0,Matanza,Cobertura de acueducto (REC),33.51,2008.0
58027,68.0,Santander,68464.0,Mogotes,Cobertura de acueducto (REC),37.48,2008.0
58028,68.0,Santander,68468.0,Molagavita,Cobertura de acueducto (REC),90.34,2008.0
58029,68.0,Santander,68498.0,Ocamonte,Cobertura de acueducto (REC),97.79,2008.0
58030,68.0,Santander,68500.0,Oiba,Cobertura de acueducto (REC),44.11,2008.0
58031,68.0,Santander,68502.0,Onzaga,Cobertura de acueducto (REC),25.51,2008.0
58032,68.0,Santander,68522.0,Palmar,Cobertura de acueducto (REC),74.88,2008.0
58033,68.0,Santander,68524.0,Palmas del Socorro,Cobertura de acueducto (REC),100.0,2008.0
58034,68.0,Santander,68533.0,Páramo,Cobertura de acueducto (REC),76.43,2008.0
58035,68.0,Santander,68547.0,Piedecuesta,Cobertura de acueducto (REC),40.41,2008.0
58036,68.0,Santander,68549.0,Pinchote,Cobertura de acueducto (REC),20.76,2008.0
58037,68.0,Santander,68572.0,Puente Nacional,Cobertura de acueducto (REC),11.67,2008.0
58038,68.0,Santander,68573.0,Puerto Parra,Cobertura de acueducto (REC),66.57,2008.0
58039,68.0,Santander,68575.0,Puerto Wilches,Cobertura de acueducto (REC),99.96,2008.0
58040,68.0,Santander,68615.0,Rionegro,Cobertura de acueducto (REC),33.61,2008.0
58041,68.0,Santander,68655.0,Sabana de Torres,Cobertura de acueducto (REC),20.05,2008.0
58042,68.0,Santander,68669.0,San Andrés,Cobertura de acueducto (REC),100.0,2008.0
58044,68.0,Santander,68679.0,San Gil,Cobertura de acueducto (REC),49.13,2008.0
58045,68.0,Santander,68682.0,San Joaquín,Cobertura de acueducto (REC),100.0,2008.0
58046,68.0,Santander,68684.0,San José de Miranda,Cobertura de acueducto (REC),14.13,2008.0
58047,68.0,Santander,68686.0,San Miguel,Cobertura de acueducto (REC),7.78,2008.0
58048,68.0,Santander,68689.0,San Vicente de Chucurí,Cobertura de acueducto (REC),99.76,2008.0
58049,68.0,Santander,68705.0,Santa Bárbara,Cobertura de acueducto (REC),11.34,2008.0
58050,68.0,Santander,68720.0,Santa Helena del Opón,Cobertura de acueducto (REC),9.94,2008.0
58051,68.0,Santander,68745.0,Simacota,Cobertura de acueducto (REC),65.38,2008.0
58052,68.0,Santander,68755.0,Socorro,Cobertura de acueducto (REC),53.02,2008.0
58053,68.0,Santander,68770.0,Suaita,Cobertura de acueducto (REC),89.0,2008.0
58054,68.0,Santander,68773.0,Sucre,Cobertura de acueducto (REC),78.53,2008.0
58056,68.0,Santander,68001.0,Bucaramanga,Cobertura de acueducto (REC),78.2,2008.0
58057,68.0,Santander,68013.0,Aguada,Cobertura de acueducto (REC),42.06,2008.0
58058,68.0,Santander,68020.0,Albania,Cobertura de acueducto (REC),4.93,2008.0
58059,68.0,Santander,68051.0,Aratoca,Cobertura de acueducto (REC),59.77,2008.0
58060,68.0,Santander,68077.0,Barbosa,Cobertura de acueducto (REC),47.39,2008.0
58062,68.0,Santander,68081.0,Barrancabermeja,Cobertura de acueducto (REC),53.16,2008.0
58063,68.0,Santander,68092.0,Betulia,Cobertura de acueducto (REC),21.49,2008.0
58064,68.0,Santander,68101.0,Bolívar,Cobertura de acueducto (REC),89.98,2008.0
58065,68.0,Santander,68121.0,Cabrera,Cobertura de acueducto (REC),100.0,2008.0
58066,68.0,Santander,68132.0,California,Cobertura de acueducto (REC),99.27,2008.0
58067,68.0,Santander,68147.0,Capitanejo,Cobertura de acueducto (REC),100.0,2008.0
58068,68.0,Santander,68152.0,Carcasí,Cobertura de acueducto (REC),10.34,2008.0
58069,68.0,Santander,68160.0,Cepitá,Cobertura de acueducto (REC),13.03,2008.0
58070,68.0,Santander,68162.0,Cerrito,Cobertura de acueducto (REC),25.91,2008.0
58071,68.0,Santander,68167.0,Charalá,Cobertura de acueducto (REC),55.01,2008.0
58072,68.0,Santander,68169.0,Charta,Cobertura de acueducto (REC),28.1,2008.0
58073,68.0,Santander,68176.0,Chima,Cobertura de acueducto (REC),17.0,2008.0
58075,68.0,Santander,68190.0,Cimitarra,Cobertura de acueducto (REC),71.4,2008.0
58076,68.0,Santander,68207.0,Concepción,Cobertura de acueducto (REC),100.0,2008.0
58077,68.0,Santander,68209.0,Confines,Cobertura de acueducto (REC),67.91,2008.0
58078,68.0,Santander,68211.0,Contratación,Cobertura de acueducto (REC),90.3,2008.0
58079,68.0,Santander,68217.0,Coromoro,Cobertura de acueducto (REC),79.59,2008.0
58080,68.0,Santander,68229.0,Curití,Cobertura de acueducto (REC),79.75,2008.0
58081,68.0,Santander,68235.0,El Carmen de Chucurí,Cobertura de acueducto (REC),20.2,2008.0
58082,68.0,Santander,68245.0,El Guacamayo,Cobertura de acueducto (REC),100.0,2008.0
58085,68.0,Santander,68264.0,Encino,Cobertura de acueducto (REC),95.0,2008.0
58086,68.0,Santander,68266.0,Enciso,Cobertura de acueducto (REC),18.08,2008.0
58087,68.0,Santander,68271.0,Florián,Cobertura de acueducto (REC),82.49,2008.0
58088,68.0,Santander,68276.0,Floridablanca,Cobertura de acueducto (REC),81.49,2008.0
58089,68.0,Santander,68296.0,Galán,Cobertura de acueducto (REC),100.0,2008.0
58090,68.0,Santander,68298.0,Gámbita,Cobertura de acueducto (REC),12.87,2008.0
58091,68.0,Santander,68307.0,Girón,Cobertura de acueducto (REC),60.89,2008.0
58092,68.0,Santander,68318.0,Guaca,Cobertura de acueducto (REC),18.87,2008.0
58093,68.0,Santander,68320.0,Guadalupe,Cobertura de acueducto (REC),19.5,2008.0
58094,68.0,Santander,68322.0,Guapotá,Cobertura de acueducto (REC),61.27,2008.0
58095,68.0,Santander,68324.0,Guavatá,Cobertura de acueducto (REC),31.36,2008.0
58096,68.0,Santander,68327.0,Güepsa,Cobertura de acueducto (REC),100.0,2008.0
58097,68.0,Santander,68344.0,Hato,Cobertura de acueducto (REC),63.12,2008.0
58098,68.0,Santander,68368.0,Jesús María,Cobertura de acueducto (REC),100.0,2008.0
58100,68.0,Santander,68377.0,La Belleza,Cobertura de acueducto (REC),24.84,2008.0
58101,68.0,Santander,68385.0,Landázuri,Cobertura de acueducto (REC),44.95,2008.0
58102,68.0,Santander,68397.0,La Paz,Cobertura de acueducto (REC),43.25,2008.0
58103,68.0,Santander,68406.0,Lebrija,Cobertura de acueducto (REC),100.0,2008.0
58104,66.0,Risaralda,66682.0,Santa Rosa de Cabal,Cobertura de acueducto (REC),74.48,2008.0
58105,66.0,Risaralda,66687.0,Santuario,Cobertura de acueducto (REC),62.88,2008.0
58106,66.0,Risaralda,66170.0,Dosquebradas,Cobertura de acueducto (REC),92.62,2008.0
58107,66.0,Risaralda,66318.0,Guática,Cobertura de acueducto (REC),76.83,2008.0
58108,66.0,Risaralda,66383.0,La Celia,Cobertura de acueducto (REC),52.18,2008.0
58109,66.0,Risaralda,66400.0,La Virginia,Cobertura de acueducto (REC),99.99,2008.0
58110,66.0,Risaralda,66440.0,Marsella,Cobertura de acueducto (REC),62.6,2008.0
58111,66.0,Risaralda,66456.0,Mistrató,Cobertura de acueducto (REC),50.2,2008.0
58112,66.0,Risaralda,66572.0,Pueblo Rico,Cobertura de acueducto (REC),97.64,2008.0
58113,66.0,Risaralda,66594.0,Quinchía,Cobertura de acueducto (REC),90.57,2008.0
58115,66.0,Risaralda,66001.0,Pereira,Cobertura de acueducto (REC),83.2,2008.0
58116,66.0,Risaralda,66045.0,Apía,Cobertura de acueducto (REC),34.28,2008.0
58117,66.0,Risaralda,66075.0,Balboa,Cobertura de acueducto (REC),38.68,2008.0
58118,66.0,Risaralda,66088.0,Belén de Umbría,Cobertura de acueducto (REC),100.0,2008.0
58120,63.0,Quindío,63001.0,Armenia,Cobertura de acueducto (REC),100.0,2008.0
58121,63.0,Quindío,63111.0,Buenavista,Cobertura de acueducto (REC),46.62,2008.0
58122,63.0,Quindío,63130.0,Calarcá,Cobertura de acueducto (REC),99.78,2008.0
58123,63.0,Quindío,63190.0,Circasia,Cobertura de acueducto (REC),99.25,2008.0
58124,63.0,Quindío,63212.0,Córdoba,Cobertura de acueducto (REC),79.21,2008.0
58125,63.0,Quindío,63272.0,Filandia,Cobertura de acueducto (REC),100.0,2008.0
58126,63.0,Quindío,63302.0,Génova,Cobertura de acueducto (REC),40.63,2008.0
58128,63.0,Quindío,63470.0,Montenegro,Cobertura de acueducto (REC),100.0,2008.0
58129,63.0,Quindío,63548.0,Pijao,Cobertura de acueducto (REC),100.0,2008.0
58130,63.0,Quindío,63594.0,Quimbaya,Cobertura de acueducto (REC),100.0,2008.0
58131,63.0,Quindío,63690.0,Salento,Cobertura de acueducto (REC),84.03,2008.0
58132,54.0,Norte de Santander,54680.0,Santiago,Cobertura de acueducto (REC),99.11,2008.0
58133,54.0,Norte de Santander,54720.0,Sardinata,Cobertura de acueducto (REC),100.0,2008.0
58134,54.0,Norte de Santander,54743.0,Silos,Cobertura de acueducto (REC),100.0,2008.0
58135,54.0,Norte de Santander,54800.0,Teorama,Cobertura de acueducto (REC),11.18,2008.0
58136,54.0,Norte de Santander,54810.0,Tibú,Cobertura de acueducto (REC),100.0,2008.0
58137,54.0,Norte de Santander,54820.0,Toledo,Cobertura de acueducto (REC),24.7,2008.0
58138,54.0,Norte de Santander,54871.0,Villa Caro,Cobertura de acueducto (REC),100.0,2008.0
58139,54.0,Norte de Santander,54874.0,Villa del Rosario,Cobertura de acueducto (REC),100.0,2008.0
58141,54.0,Norte de Santander,54001.0,Cúcuta,Cobertura de acueducto (REC),71.9,2008.0
58142,54.0,Norte de Santander,54003.0,Ábrego,Cobertura de acueducto (REC),38.03,2008.0
58144,54.0,Norte de Santander,54099.0,Bochalema,Cobertura de acueducto (REC),57.68,2008.0
58145,54.0,Norte de Santander,54109.0,Bucarasica,Cobertura de acueducto (REC),100.0,2008.0
58146,54.0,Norte de Santander,54125.0,Cácota,Cobertura de acueducto (REC),13.87,2008.0
58147,54.0,Norte de Santander,54128.0,Cachirá,Cobertura de acueducto (REC),100.0,2008.0
58148,54.0,Norte de Santander,54172.0,Chinácota,Cobertura de acueducto (REC),49.28,2008.0
58149,54.0,Norte de Santander,54174.0,Chitagá,Cobertura de acueducto (REC),26.2,2008.0
58150,54.0,Norte de Santander,54206.0,Convención,Cobertura de acueducto (REC),52.97,2008.0
58153,54.0,Norte de Santander,54245.0,El Carmen,Cobertura de acueducto (REC),39.65,2008.0
58154,54.0,Norte de Santander,54250.0,El Tarra,Cobertura de acueducto (REC),52.25,2008.0
58155,54.0,Norte de Santander,54261.0,El Zulia,Cobertura de acueducto (REC),33.63,2008.0
58156,54.0,Norte de Santander,54313.0,Gramalote,Cobertura de acueducto (REC),40.31,2008.0
58157,54.0,Norte de Santander,54344.0,Hacarí,Cobertura de acueducto (REC),12.27,2008.0
58158,54.0,Norte de Santander,54347.0,Herrán,Cobertura de acueducto (REC),18.0,2008.0
58159,54.0,Norte de Santander,54377.0,Labateca,Cobertura de acueducto (REC),16.16,2008.0
58160,54.0,Norte de Santander,54385.0,La Esperanza,Cobertura de acueducto (REC),24.43,2008.0
58161,54.0,Norte de Santander,54398.0,La Playa,Cobertura de acueducto (REC),12.18,2008.0
58162,54.0,Norte de Santander,54405.0,Los Patios,Cobertura de acueducto (REC),67.77,2008.0
58163,54.0,Norte de Santander,54418.0,Lourdes,Cobertura de acueducto (REC),32.13,2008.0
58164,54.0,Norte de Santander,54480.0,Mutiscua,Cobertura de acueducto (REC),8.28,2008.0
58165,54.0,Norte de Santander,54498.0,Ocaña,Cobertura de acueducto (REC),68.33,2008.0
58166,54.0,Norte de Santander,54518.0,Pamplona,Cobertura de acueducto (REC),87.18,2008.0
58167,54.0,Norte de Santander,54520.0,Pamplonita,Cobertura de acueducto (REC),19.39,2008.0
58168,54.0,Norte de Santander,54553.0,Puerto Santander,Cobertura de acueducto (REC),100.0,2008.0
