,Código Departamento,Departamento,Código Entidad,Entidad,Indicador,Dato Numérico,Año
38546,97.0,Vaupés,97666.0,Taraira,MDM,"33,44",2016.0
38547,97.0,Vaupés,97161.0,Carurú,MDM,"38,45",2016.0
38548,97.0,Vaupés,97001.0,Mitú,MDM,"50,09",2016.0
38549,99.0,Vichada,99773.0,Cumaribo,MDM,"40,94",2016.0
38550,99.0,Vichada,99624.0,Santa Rosalía,MDM,"45,95",2016.0
38551,99.0,Vichada,99001.0,Puerto Carreño,MDM,"53,33",2016.0
38552,99.0,Vichada,99524.0,La Primavera,MDM,"44,34",2016.0
38553,95.0,Guaviare,95001.0,San José del Guaviare,MDM,"51,08",2016.0
38554,95.0,Guaviare,95015.0,Calamar,MDM,"46,36",2016.0
38555,95.0,Guaviare,95200.0,Miraflores,MDM,"25,99",2016.0
38556,95.0,Guaviare,95025.0,El Retorno,MDM,"41,80",2016.0
38557,94.0,Guainía,94001.0,Inírida,MDM,"33,12",2016.0
38558,88.0,San Andrés y Providencia,88564.0,Providencia,MDM,"45,94",2016.0
38559,91.0,Amazonas,91001.0,Leticia,MDM,"48,92",2016.0
38560,91.0,Amazonas,91540.0,Puerto Nariño,MDM,"40,18",2016.0
38561,86.0,Putumayo,86569.0,Puerto Caicedo,MDM,"35,57",2016.0
38562,86.0,Putumayo,86571.0,Puerto Guzmán,MDM,"39,88",2016.0
38563,86.0,Putumayo,86573.0,Puerto Leguízamo,MDM,"30,43",2016.0
38564,86.0,Putumayo,86749.0,Sibundoy,MDM,"48,39",2016.0
38565,86.0,Putumayo,86755.0,San Francisco,MDM,"47,76",2016.0
38566,86.0,Putumayo,86757.0,San Miguel,MDM,"37,93",2016.0
38567,86.0,Putumayo,86760.0,Santiago,MDM,"38,76",2016.0
38568,86.0,Putumayo,86865.0,Valle del Guamuez,MDM,"41,54",2016.0
38569,86.0,Putumayo,86885.0,Villagarzón,MDM,"45,47",2016.0
38570,86.0,Putumayo,86001.0,Mocoa,MDM,"48,07",2016.0
38571,86.0,Putumayo,86219.0,Colón,MDM,"35,02",2016.0
38572,86.0,Putumayo,86320.0,Orito,MDM,"42,77",2016.0
38573,86.0,Putumayo,86568.0,Puerto Asís,MDM,"33,00",2016.0
38574,85.0,Casanare,85125.0,Hato Corozal,MDM,"45,27",2016.0
38575,85.0,Casanare,85136.0,La Salina,MDM,"41,10",2016.0
38576,85.0,Casanare,85139.0,Maní,MDM,"55,39",2016.0
38577,85.0,Casanare,85162.0,Monterrey,MDM,"46,79",2016.0
38578,85.0,Casanare,85225.0,Nunchía,MDM,"52,54",2016.0
38579,85.0,Casanare,85230.0,Orocué,MDM,"48,76",2016.0
38580,85.0,Casanare,85250.0,Paz de Ariporo,MDM,"58,18",2016.0
38581,85.0,Casanare,85263.0,Pore,MDM,"56,87",2016.0
38582,85.0,Casanare,85279.0,Recetor,MDM,"50,72",2016.0
38583,85.0,Casanare,85300.0,Sabanalarga,MDM,"52,64",2016.0
38584,85.0,Casanare,85315.0,Sácama,MDM,"38,16",2016.0
38585,85.0,Casanare,85325.0,San Luis de Palenque,MDM,"49,20",2016.0
38586,85.0,Casanare,85400.0,Támara,MDM,"41,48",2016.0
38587,85.0,Casanare,85410.0,Tauramena,MDM,"55,35",2016.0
38588,85.0,Casanare,85440.0,Villanueva,MDM,"49,54",2016.0
38589,85.0,Casanare,85430.0,Trinidad,MDM,"45,91",2016.0
38591,81.0,Arauca,81065.0,Arauquita,MDM,"45,53",2016.0
38592,81.0,Arauca,81220.0,Cravo Norte,MDM,"56,22",2016.0
38593,81.0,Arauca,81300.0,Fortul,MDM,"47,26",2016.0
38594,81.0,Arauca,81591.0,Puerto Rondón,MDM,"51,02",2016.0
38595,81.0,Arauca,81736.0,Saravena,MDM,"53,87",2016.0
38596,81.0,Arauca,81794.0,Tame,MDM,"50,76",2016.0
38597,85.0,Casanare,85001.0,Yopal,MDM,"62,12",2016.0
38598,85.0,Casanare,85010.0,Aguazul,MDM,"50,15",2016.0
38599,85.0,Casanare,85015.0,Chámeza,MDM,"39,52",2016.0
38600,76.0,Valle del Cauca,76001.0,Cali,MDM,"77,20",2016.0
38601,76.0,Valle del Cauca,76020.0,Alcalá,MDM,"52,48",2016.0
38602,76.0,Valle del Cauca,76036.0,Andalucía,MDM,"55,27",2016.0
38603,76.0,Valle del Cauca,76041.0,Ansermanuevo,MDM,"53,14",2016.0
38604,76.0,Valle del Cauca,76054.0,Argelia,MDM,"47,84",2016.0
38605,76.0,Valle del Cauca,76100.0,Bolívar,MDM,"56,76",2016.0
38606,76.0,Valle del Cauca,76109.0,Buenaventura,MDM,"53,65",2016.0
38607,76.0,Valle del Cauca,76111.0,Guadalajara de Buga,MDM,"64,82",2016.0
38608,76.0,Valle del Cauca,76113.0,Bugalagrande,MDM,"55,45",2016.0
38609,76.0,Valle del Cauca,76122.0,Caicedonia,MDM,"50,67",2016.0
38610,76.0,Valle del Cauca,76126.0,Calima,MDM,"53,90",2016.0
38611,76.0,Valle del Cauca,76130.0,Candelaria,MDM,"62,87",2016.0
38612,76.0,Valle del Cauca,76147.0,Cartago,MDM,"62,50",2016.0
38613,76.0,Valle del Cauca,76233.0,Dagua,MDM,"51,06",2016.0
38614,76.0,Valle del Cauca,76243.0,El Águila,MDM,"40,92",2016.0
38615,76.0,Valle del Cauca,76246.0,El Cairo,MDM,"43,25",2016.0
38616,76.0,Valle del Cauca,76248.0,El Cerrito,MDM,"60,93",2016.0
38617,76.0,Valle del Cauca,76250.0,El Dovio,MDM,"51,46",2016.0
38618,76.0,Valle del Cauca,76275.0,Florida,MDM,"50,30",2016.0
38619,76.0,Valle del Cauca,76306.0,Ginebra,MDM,"53,67",2016.0
38620,76.0,Valle del Cauca,76318.0,Guacarí,MDM,"51,65",2016.0
38621,76.0,Valle del Cauca,76364.0,Jamundí,MDM,"44,65",2016.0
38622,76.0,Valle del Cauca,76377.0,La Cumbre,MDM,"47,79",2016.0
38623,76.0,Valle del Cauca,76400.0,La Unión,MDM,"58,29",2016.0
38624,76.0,Valle del Cauca,76403.0,La Victoria,MDM,"61,30",2016.0
38625,76.0,Valle del Cauca,76497.0,Obando,MDM,"52,68",2016.0
38626,76.0,Valle del Cauca,76520.0,Palmira,MDM,"76,55",2016.0
38627,76.0,Valle del Cauca,76563.0,Pradera,MDM,"58,01",2016.0
38628,76.0,Valle del Cauca,76606.0,Restrepo,MDM,"53,64",2016.0
38629,76.0,Valle del Cauca,76616.0,Riofrío,MDM,"52,07",2016.0
38630,76.0,Valle del Cauca,76622.0,Roldanillo,MDM,"60,29",2016.0
38631,76.0,Valle del Cauca,76670.0,San Pedro,MDM,"58,92",2016.0
38632,76.0,Valle del Cauca,76736.0,Sevilla,MDM,"48,79",2016.0
38633,76.0,Valle del Cauca,76823.0,Toro,MDM,"53,42",2016.0
38634,76.0,Valle del Cauca,76828.0,Trujillo,MDM,"43,00",2016.0
38635,76.0,Valle del Cauca,76834.0,Tuluá,MDM,"67,90",2016.0
38636,76.0,Valle del Cauca,76845.0,Ulloa,MDM,"48,94",2016.0
38637,76.0,Valle del Cauca,76863.0,Versalles,MDM,"54,37",2016.0
38638,76.0,Valle del Cauca,76869.0,Vijes,MDM,"51,99",2016.0
38639,76.0,Valle del Cauca,76890.0,Yotoco,MDM,"72,58",2016.0
38640,76.0,Valle del Cauca,76895.0,Zarzal,MDM,"64,94",2016.0
38641,76.0,Valle del Cauca,76892.0,Yumbo,MDM,"73,93",2016.0
38642,73.0,Tolima,73001.0,Ibagué,MDM,"65,03",2016.0
38643,73.0,Tolima,73024.0,Alpujarra,MDM,"46,26",2016.0
38644,73.0,Tolima,73026.0,Alvarado,MDM,"56,89",2016.0
38645,73.0,Tolima,73030.0,Ambalema,MDM,"55,34",2016.0
38646,73.0,Tolima,73043.0,Anzoátegui,MDM,"41,56",2016.0
38647,73.0,Tolima,73055.0,Armero,MDM,"58,90",2016.0
38648,73.0,Tolima,73067.0,Ataco,MDM,"34,83",2016.0
38649,73.0,Tolima,73124.0,Cajamarca,MDM,"53,75",2016.0
38650,73.0,Tolima,73148.0,Carmen de Apicalá,MDM,"65,51",2016.0
38651,73.0,Tolima,73152.0,Casabianca,MDM,"49,29",2016.0
38652,73.0,Tolima,73168.0,Chaparral,MDM,"51,55",2016.0
38653,73.0,Tolima,73200.0,Coello,MDM,"53,47",2016.0
38654,73.0,Tolima,73217.0,Coyaima,MDM,"45,71",2016.0
38655,73.0,Tolima,73226.0,Cunday,MDM,"32,97",2016.0
38656,73.0,Tolima,73236.0,Dolores,MDM,"42,65",2016.0
38657,73.0,Tolima,73268.0,Espinal,MDM,"58,99",2016.0
38658,73.0,Tolima,73270.0,Falan,MDM,"51,00",2016.0
38659,73.0,Tolima,73275.0,Flandes,MDM,"59,48",2016.0
38660,73.0,Tolima,73283.0,Fresno,MDM,"53,60",2016.0
38661,73.0,Tolima,73319.0,Guamo,MDM,"56,78",2016.0
38662,73.0,Tolima,73347.0,Herveo,MDM,"41,39",2016.0
38663,73.0,Tolima,73349.0,Honda,MDM,"43,34",2016.0
38664,73.0,Tolima,73352.0,Icononzo,MDM,"49,03",2016.0
38665,73.0,Tolima,73408.0,Lérida,MDM,"55,07",2016.0
38666,73.0,Tolima,73411.0,Líbano,MDM,"48,23",2016.0
38667,73.0,Tolima,73443.0,San Sebastián de Mariquita,MDM,"59,35",2016.0
38668,73.0,Tolima,73449.0,Melgar,MDM,"63,95",2016.0
38669,73.0,Tolima,73461.0,Murillo,MDM,"37,98",2016.0
38670,73.0,Tolima,73483.0,Natagaima,MDM,"39,85",2016.0
38671,73.0,Tolima,73504.0,Ortega,MDM,"38,71",2016.0
38672,73.0,Tolima,73520.0,Palocabildo,MDM,"41,46",2016.0
38673,73.0,Tolima,73547.0,Piedras,MDM,"35,15",2016.0
38674,73.0,Tolima,73555.0,Planadas,MDM,"29,00",2016.0
38675,73.0,Tolima,73563.0,Prado,MDM,"48,28",2016.0
38676,73.0,Tolima,73585.0,Purificación,MDM,"52,79",2016.0
38677,73.0,Tolima,73616.0,Rioblanco,MDM,"46,86",2016.0
38678,73.0,Tolima,73622.0,Roncesvalles,MDM,"43,63",2016.0
38679,73.0,Tolima,73624.0,Rovira,MDM,"43,97",2016.0
38680,73.0,Tolima,73671.0,Saldaña,MDM,"44,16",2016.0
38681,73.0,Tolima,73675.0,San Antonio,MDM,"42,02",2016.0
38682,73.0,Tolima,73678.0,San Luis,MDM,"43,47",2016.0
38683,73.0,Tolima,73686.0,Santa Isabel,MDM,"46,79",2016.0
38684,73.0,Tolima,73770.0,Suárez,MDM,"43,45",2016.0
38685,73.0,Tolima,73854.0,Valle de San Juan,MDM,"37,20",2016.0
38686,73.0,Tolima,73861.0,Venadillo,MDM,"47,18",2016.0
38687,73.0,Tolima,73870.0,Villahermosa,MDM,"35,87",2016.0
38688,73.0,Tolima,73873.0,Villarrica,MDM,"41,74",2016.0
38689,70.0,Sucre,70418.0,Los Palmitos,MDM,"32,00",2016.0
38690,70.0,Sucre,70429.0,Majagual,MDM,"39,61",2016.0
38691,70.0,Sucre,70473.0,Morroa,MDM,"37,02",2016.0
38692,70.0,Sucre,70508.0,Ovejas,MDM,"41,65",2016.0
38693,70.0,Sucre,70523.0,Palmito,MDM,"46,80",2016.0
38694,70.0,Sucre,70670.0,Sampués,MDM,"39,94",2016.0
38695,70.0,Sucre,70678.0,San Benito Abad,MDM,"36,19",2016.0
38696,70.0,Sucre,70702.0,San Juan de Betulia,MDM,"37,94",2016.0
38697,70.0,Sucre,70708.0,San Marcos,MDM,"45,77",2016.0
38698,70.0,Sucre,70713.0,San Onofre,MDM,"35,39",2016.0
38699,70.0,Sucre,70717.0,San Pedro,MDM,"39,29",2016.0
38700,70.0,Sucre,70742.0,San Luis de Sincé,MDM,"35,72",2016.0
38702,70.0,Sucre,70820.0,Santiago de Tolú,MDM,"54,25",2016.0
38703,70.0,Sucre,70823.0,Tolú Viejo,MDM,"52,70",2016.0
38704,70.0,Sucre,70001.0,Sincelejo,MDM,"47,84",2016.0
38705,70.0,Sucre,70110.0,Buenavista,MDM,"28,97",2016.0
38706,70.0,Sucre,70124.0,Caimito,MDM,"40,56",2016.0
38707,70.0,Sucre,70204.0,Colosó,MDM,"40,18",2016.0
38708,70.0,Sucre,70215.0,Corozal,MDM,"46,47",2016.0
38709,70.0,Sucre,70221.0,Coveñas,MDM,"55,71",2016.0
38710,70.0,Sucre,70230.0,Chalán,MDM,"39,97",2016.0
38711,70.0,Sucre,70233.0,El Roble,MDM,"42,77",2016.0
38712,70.0,Sucre,70235.0,Galeras,MDM,"34,44",2016.0
38713,70.0,Sucre,70265.0,Guaranda,MDM,"29,81",2016.0
38714,70.0,Sucre,70400.0,La Unión,MDM,"34,92",2016.0
38715,66.0,Risaralda,66687.0,Santuario,MDM,"52,47",2016.0
38716,66.0,Risaralda,66001.0,Pereira,MDM,"75,79",2016.0
38717,66.0,Risaralda,66045.0,Apía,MDM,"54,08",2016.0
38718,66.0,Risaralda,66075.0,Balboa,MDM,"68,19",2016.0
38719,66.0,Risaralda,66088.0,Belén de Umbría,MDM,"51,76",2016.0
38720,66.0,Risaralda,66170.0,Dosquebradas,MDM,"64,10",2016.0
38721,66.0,Risaralda,66318.0,Guática,MDM,"46,62",2016.0
38722,66.0,Risaralda,66383.0,La Celia,MDM,"40,43",2016.0
38723,66.0,Risaralda,66400.0,La Virginia,MDM,"55,25",2016.0
38724,66.0,Risaralda,66440.0,Marsella,MDM,"43,35",2016.0
38725,66.0,Risaralda,66456.0,Mistrató,MDM,"44,36",2016.0
38726,66.0,Risaralda,66572.0,Pueblo Rico,MDM,"43,60",2016.0
38727,66.0,Risaralda,66594.0,Quinchía,MDM,"44,89",2016.0
38728,66.0,Risaralda,66682.0,Santa Rosa de Cabal,MDM,"58,30",2016.0
38729,68.0,Santander,68001.0,Bucaramanga,MDM,"60,99",2016.0
38730,68.0,Santander,68013.0,Aguada,MDM,"35,04",2016.0
38731,68.0,Santander,68020.0,Albania,MDM,"45,75",2016.0
38732,68.0,Santander,68051.0,Aratoca,MDM,"45,01",2016.0
38733,68.0,Santander,68077.0,Barbosa,MDM,"43,37",2016.0
38734,68.0,Santander,68079.0,Barichara,MDM,"56,55",2016.0
38735,68.0,Santander,68081.0,Barrancabermeja,MDM,"68,81",2016.0
38736,68.0,Santander,68092.0,Betulia,MDM,"51,95",2016.0
38737,68.0,Santander,68101.0,Bolívar,MDM,"45,76",2016.0
38738,68.0,Santander,68121.0,Cabrera,MDM,"55,83",2016.0
38739,68.0,Santander,68132.0,California,MDM,"60,97",2016.0
38740,68.0,Santander,68147.0,Capitanejo,MDM,"48,64",2016.0
38741,68.0,Santander,68152.0,Carcasí,MDM,"30,82",2016.0
38742,68.0,Santander,68160.0,Cepitá,MDM,"31,95",2016.0
38743,68.0,Santander,68162.0,Cerrito,MDM,"46,90",2016.0
38744,68.0,Santander,68167.0,Charalá,MDM,"55,91",2016.0
38745,68.0,Santander,68169.0,Charta,MDM,"40,26",2016.0
38746,68.0,Santander,68176.0,Chima,MDM,"50,72",2016.0
38747,68.0,Santander,68179.0,Chipatá,MDM,"39,99",2016.0
38748,68.0,Santander,68190.0,Cimitarra,MDM,"52,41",2016.0
38749,68.0,Santander,68207.0,Concepción,MDM,"45,24",2016.0
38750,68.0,Santander,68209.0,Confines,MDM,"48,80",2016.0
38751,68.0,Santander,68211.0,Contratación,MDM,"49,70",2016.0
38752,68.0,Santander,68217.0,Coromoro,MDM,"43,92",2016.0
38753,68.0,Santander,68229.0,Curití,MDM,"59,15",2016.0
38754,68.0,Santander,68235.0,El Carmen de Chucurí,MDM,"50,46",2016.0
38755,68.0,Santander,68245.0,El Guacamayo,MDM,"50,19",2016.0
38756,68.0,Santander,68250.0,El Peñón,MDM,"38,77",2016.0
38757,68.0,Santander,68255.0,El Playón,MDM,"35,08",2016.0
38758,68.0,Santander,68264.0,Encino,MDM,"46,74",2016.0
38759,68.0,Santander,68266.0,Enciso,MDM,"46,20",2016.0
38760,68.0,Santander,68271.0,Florián,MDM,"45,27",2016.0
38761,68.0,Santander,68276.0,Floridablanca,MDM,"74,81",2016.0
38762,68.0,Santander,68296.0,Galán,MDM,"48,98",2016.0
38763,68.0,Santander,68298.0,Gámbita,MDM,"40,65",2016.0
38764,68.0,Santander,68307.0,Girón,MDM,"62,59",2016.0
38765,68.0,Santander,68318.0,Guaca,MDM,"37,79",2016.0
38766,68.0,Santander,68320.0,Guadalupe,MDM,"46,88",2016.0
38767,68.0,Santander,68322.0,Guapotá,MDM,"48,95",2016.0
38768,68.0,Santander,68324.0,Guavatá,MDM,"29,08",2016.0
38769,68.0,Santander,68327.0,Güepsa,MDM,"57,43",2016.0
38770,68.0,Santander,68344.0,Hato,MDM,"56,01",2016.0
38771,68.0,Santander,68368.0,Jesús María,MDM,"32,92",2016.0
38772,68.0,Santander,68370.0,Jordán,MDM,"43,57",2016.0
38773,68.0,Santander,68377.0,La Belleza,MDM,"36,20",2016.0
38774,68.0,Santander,68385.0,Landázuri,MDM,"41,18",2016.0
38775,68.0,Santander,68397.0,La Paz,MDM,"42,91",2016.0
38776,68.0,Santander,68406.0,Lebrija,MDM,"53,44",2016.0
38777,68.0,Santander,68418.0,Los Santos,MDM,"47,16",2016.0
38778,68.0,Santander,68425.0,Macaravita,MDM,"38,89",2016.0
38779,68.0,Santander,68432.0,Málaga,MDM,"52,87",2016.0
38780,68.0,Santander,68444.0,Matanza,MDM,"47,93",2016.0
38781,68.0,Santander,68464.0,Mogotes,MDM,"40,13",2016.0
38782,68.0,Santander,68468.0,Molagavita,MDM,"45,39",2016.0
38783,68.0,Santander,68498.0,Ocamonte,MDM,"43,99",2016.0
38784,68.0,Santander,68500.0,Oiba,MDM,"53,09",2016.0
38785,68.0,Santander,68502.0,Onzaga,MDM,"39,83",2016.0
38786,68.0,Santander,68522.0,Palmar,MDM,"51,72",2016.0
38787,68.0,Santander,68524.0,Palmas del Socorro,MDM,"49,93",2016.0
38788,68.0,Santander,68533.0,Páramo,MDM,"55,42",2016.0
38789,68.0,Santander,68547.0,Piedecuesta,MDM,"64,51",2016.0
38790,68.0,Santander,68549.0,Pinchote,MDM,"51,14",2016.0
38791,68.0,Santander,68572.0,Puente Nacional,MDM,"50,93",2016.0
38792,68.0,Santander,68573.0,Puerto Parra,MDM,"58,80",2016.0
38793,68.0,Santander,68575.0,Puerto Wilches,MDM,"42,60",2016.0
38794,68.0,Santander,68615.0,Rionegro,MDM,"46,32",2016.0
38795,68.0,Santander,68655.0,Sabana de Torres,MDM,"50,89",2016.0
38796,68.0,Santander,68669.0,San Andrés,MDM,"46,19",2016.0
38797,68.0,Santander,68673.0,San Benito,MDM,"49,01",2016.0
38798,68.0,Santander,68679.0,San Gil,MDM,"67,80",2016.0
38799,68.0,Santander,68682.0,San Joaquín,MDM,"45,99",2016.0
38800,68.0,Santander,68684.0,San José de Miranda,MDM,"42,22",2016.0
38801,68.0,Santander,68686.0,San Miguel,MDM,"43,70",2016.0
38802,68.0,Santander,68689.0,San Vicente de Chucurí,MDM,"44,88",2016.0
38803,68.0,Santander,68705.0,Santa Bárbara,MDM,"47,43",2016.0
38804,68.0,Santander,68720.0,Santa Helena del Opón,MDM,"51,10",2016.0
38805,68.0,Santander,68745.0,Simacota,MDM,"54,46",2016.0
38806,68.0,Santander,68755.0,Socorro,MDM,"63,04",2016.0
38807,68.0,Santander,68770.0,Suaita,MDM,"48,60",2016.0
38808,68.0,Santander,68773.0,Sucre,MDM,"25,31",2016.0
38809,68.0,Santander,68780.0,Suratá,MDM,"54,44",2016.0
38810,68.0,Santander,68820.0,Tona,MDM,"50,53",2016.0
38811,68.0,Santander,68855.0,Valle de San José,MDM,"54,20",2016.0
38812,68.0,Santander,68861.0,Vélez,MDM,"49,52",2016.0
38813,68.0,Santander,68867.0,Vetas,MDM,"46,37",2016.0
38814,68.0,Santander,68895.0,Zapatoca,MDM,"59,16",2016.0
38815,68.0,Santander,68872.0,Villanueva,MDM,"64,05",2016.0
38816,63.0,Quindío,63272.0,Filandia,MDM,"56,26",2016.0
38817,63.0,Quindío,63302.0,Génova,MDM,"56,38",2016.0
38818,63.0,Quindío,63401.0,La Tebaida,MDM,"54,42",2016.0
38819,63.0,Quindío,63470.0,Montenegro,MDM,"59,65",2016.0
38820,63.0,Quindío,63548.0,Pijao,MDM,"49,59",2016.0
38821,63.0,Quindío,63594.0,Quimbaya,MDM,"61,25",2016.0
38822,63.0,Quindío,63690.0,Salento,MDM,"66,28",2016.0
38823,63.0,Quindío,63001.0,Armenia,MDM,"75,39",2016.0
38824,63.0,Quindío,63111.0,Buenavista,MDM,"62,57",2016.0
38825,63.0,Quindío,63130.0,Calarcá,MDM,"57,17",2016.0
38826,63.0,Quindío,63190.0,Circasia,MDM,"50,23",2016.0
38827,63.0,Quindío,63212.0,Córdoba,MDM,"39,95",2016.0
38828,52.0,Nariño,52381.0,La Florida,MDM,"46,38",2016.0
38829,52.0,Nariño,52385.0,La Llanada,MDM,"47,64",2016.0
38830,52.0,Nariño,52390.0,La Tola,MDM,"25,76",2016.0
38831,52.0,Nariño,52399.0,La Unión,MDM,"43,24",2016.0
38832,52.0,Nariño,52405.0,Leiva,MDM,"37,80",2016.0
38833,52.0,Nariño,52411.0,Linares,MDM,"48,09",2016.0
38834,52.0,Nariño,52418.0,Los Andes,MDM,"43,94",2016.0
38835,52.0,Nariño,52427.0,Magüi,MDM,"27,71",2016.0
38836,52.0,Nariño,52435.0,Mallama,MDM,"41,61",2016.0
38837,52.0,Nariño,52473.0,Mosquera,MDM,"32,58",2016.0
38839,52.0,Nariño,52490.0,Olaya Herrera,MDM,"32,09",2016.0
38840,52.0,Nariño,52506.0,Ospina,MDM,"42,47",2016.0
38841,52.0,Nariño,52520.0,Francisco Pizarro,MDM,"24,33",2016.0
38842,52.0,Nariño,52540.0,Policarpa,MDM,"34,79",2016.0
38843,52.0,Nariño,52560.0,Potosí,MDM,"47,23",2016.0
38844,52.0,Nariño,52565.0,Providencia,MDM,"39,50",2016.0
38845,52.0,Nariño,52573.0,Puerres,MDM,"49,22",2016.0
38846,52.0,Nariño,52585.0,Pupiales,MDM,"49,52",2016.0
38847,52.0,Nariño,52612.0,Ricaurte,MDM,"40,29",2016.0
38848,52.0,Nariño,52621.0,Roberto Payán,MDM,"35,51",2016.0
38849,52.0,Nariño,52678.0,Samaniego,MDM,"49,23",2016.0
38850,52.0,Nariño,52683.0,Sandoná,MDM,"46,42",2016.0
38851,52.0,Nariño,52685.0,San Bernardo,MDM,"34,29",2016.0
38852,52.0,Nariño,52687.0,San Lorenzo,MDM,"42,78",2016.0
38853,52.0,Nariño,52693.0,San Pablo,MDM,"47,32",2016.0
38854,52.0,Nariño,52694.0,San Pedro de Cartago,MDM,"39,22",2016.0
38855,52.0,Nariño,52696.0,Santa Bárbara,MDM,"24,39",2016.0
38856,52.0,Nariño,52699.0,Santacruz,MDM,"38,66",2016.0
38857,52.0,Nariño,52720.0,Sapuyes,MDM,"50,50",2016.0
38858,52.0,Nariño,52786.0,Taminango,MDM,"47,21",2016.0
38859,52.0,Nariño,52788.0,Tangua,MDM,"44,20",2016.0
38860,52.0,Nariño,52835.0,San Andrés de Tumaco,MDM,"41,13",2016.0
38861,52.0,Nariño,52838.0,Túquerres,MDM,"51,65",2016.0
38862,52.0,Nariño,52885.0,Yacuanquer,MDM,"41,58",2016.0
38863,52.0,Nariño,52001.0,Pasto,MDM,"65,90",2016.0
38864,52.0,Nariño,52019.0,Albán,MDM,"33,63",2016.0
38865,52.0,Nariño,52022.0,Aldana,MDM,"47,18",2016.0
38866,52.0,Nariño,52036.0,Ancuyá,MDM,"48,11",2016.0
38867,52.0,Nariño,52051.0,Arboleda,MDM,"45,13",2016.0
38868,52.0,Nariño,52079.0,Barbacoas,MDM,"43,95",2016.0
38869,52.0,Nariño,52083.0,Belén,MDM,"53,53",2016.0
38870,52.0,Nariño,52110.0,Buesaco,MDM,"47,55",2016.0
38871,52.0,Nariño,52203.0,Colón,MDM,"44,91",2016.0
38872,52.0,Nariño,52207.0,Consacá,MDM,"48,26",2016.0
38873,52.0,Nariño,52210.0,Contadero,MDM,"56,30",2016.0
38874,52.0,Nariño,52215.0,Córdoba,MDM,"36,59",2016.0
38875,52.0,Nariño,52224.0,Cuaspud,MDM,"45,61",2016.0
38876,52.0,Nariño,52227.0,Cumbal,MDM,"43,75",2016.0
38877,52.0,Nariño,52233.0,Cumbitara,MDM,"41,96",2016.0
38878,52.0,Nariño,52240.0,Chachagüí,MDM,"51,71",2016.0
38879,52.0,Nariño,52250.0,El Charco,MDM,"50,63",2016.0
38880,52.0,Nariño,52254.0,El Peñol,MDM,"49,70",2016.0
38881,52.0,Nariño,52256.0,El Rosario,MDM,"44,93",2016.0
38882,52.0,Nariño,52258.0,El Tablón de Gómez,MDM,"38,67",2016.0
38883,52.0,Nariño,52260.0,El Tambo,MDM,"36,55",2016.0
38884,52.0,Nariño,52287.0,Funes,MDM,"48,53",2016.0
38885,52.0,Nariño,52317.0,Guachucal,MDM,"47,56",2016.0
38886,52.0,Nariño,52320.0,Guaitarilla,MDM,"45,12",2016.0
38887,52.0,Nariño,52323.0,Gualmatán,MDM,"41,18",2016.0
38888,52.0,Nariño,52352.0,Iles,MDM,"52,68",2016.0
38889,52.0,Nariño,52354.0,Imués,MDM,"42,44",2016.0
38890,52.0,Nariño,52356.0,Ipiales,MDM,"49,95",2016.0
38891,52.0,Nariño,52378.0,La Cruz,MDM,"47,37",2016.0
38892,54.0,Norte de Santander,54001.0,Cúcuta,MDM,"48,51",2016.0
38893,54.0,Norte de Santander,54003.0,Ábrego,MDM,"51,80",2016.0
38894,54.0,Norte de Santander,54051.0,Arboledas,MDM,"47,71",2016.0
38895,54.0,Norte de Santander,54099.0,Bochalema,MDM,"47,31",2016.0
38896,54.0,Norte de Santander,54109.0,Bucarasica,MDM,"44,18",2016.0
38897,54.0,Norte de Santander,54125.0,Cácota,MDM,"55,56",2016.0
38898,54.0,Norte de Santander,54128.0,Cachirá,MDM,"45,90",2016.0
38899,54.0,Norte de Santander,54172.0,Chinácota,MDM,"37,23",2016.0
38900,54.0,Norte de Santander,54174.0,Chitagá,MDM,"53,99",2016.0
38901,54.0,Norte de Santander,54206.0,Convención,MDM,"37,92",2016.0
38902,54.0,Norte de Santander,54223.0,Cucutilla,MDM,"45,12",2016.0
38903,54.0,Norte de Santander,54239.0,Durania,MDM,"37,53",2016.0
38904,54.0,Norte de Santander,54245.0,El Carmen,MDM,"50,88",2016.0
38905,54.0,Norte de Santander,54250.0,El Tarra,MDM,"34,90",2016.0
38906,54.0,Norte de Santander,54261.0,El Zulia,MDM,"52,97",2016.0
38907,54.0,Norte de Santander,54313.0,Gramalote,MDM,"35,41",2016.0
38908,54.0,Norte de Santander,54344.0,Hacarí,MDM,"37,75",2016.0
38909,54.0,Norte de Santander,54347.0,Herrán,MDM,"46,26",2016.0
38910,54.0,Norte de Santander,54377.0,Labateca,MDM,"38,20",2016.0
38911,54.0,Norte de Santander,54385.0,La Esperanza,MDM,"52,75",2016.0
38912,54.0,Norte de Santander,54398.0,La Playa,MDM,"27,71",2016.0
38913,54.0,Norte de Santander,54405.0,Los Patios,MDM,"53,03",2016.0
38914,54.0,Norte de Santander,54418.0,Lourdes,MDM,"43,52",2016.0
38915,54.0,Norte de Santander,54480.0,Mutiscua,MDM,"48,28",2016.0
38916,54.0,Norte de Santander,54498.0,Ocaña,MDM,"50,93",2016.0
38917,54.0,Norte de Santander,54518.0,Pamplona,MDM,"49,89",2016.0
38918,54.0,Norte de Santander,54520.0,Pamplonita,MDM,"51,18",2016.0
